data_somministrazione,area,fascia_anagrafica,vaccinazioni,booster
2021-01-29,BAS,70-79,16,0
2021-01-29,BAS,80-89,23,0
2021-01-29,BAS,90+,18,0
2021-01-29,CAL,05-11,0,0
2021-01-29,CAL,12-19,0,0
2021-01-29,CAL,20-29,65,0
2021-01-29,CAL,30-39,226,0
2021-01-29,CAL,40-49,336,0
2021-01-29,CAL,50-59,557,0
2021-01-29,CAL,60-69,627,0
2021-01-29,CAL,70-79,46,0
2021-01-29,CAL,80-89,0,0
2021-01-29,CAL,90+,0,0
2021-01-29,CAM,05-11,0,0
2021-01-29,CAM,12-19,7,0
2021-01-29,CAM,20-29,922,0
2021-01-29,CAM,30-39,1644,0
2021-01-29,CAM,40-49,2119,0
2021-01-29,CAM,50-59,2706,0
2021-01-29,CAM,60-69,2207,0
2021-01-29,CAM,70-79,230,0
2021-01-29,CAM,80-89,119,0
2021-01-29,CAM,90+,66,0
2021-01-29,EMR,05-11,0,0
2021-01-29,EMR,12-19,8,0
2021-01-29,EMR,20-29,1040,0
2021-01-29,EMR,30-39,1673,0
2021-01-29,EMR,40-49,2131,0
2021-01-29,EMR,50-59,2614,0
2021-01-29,EMR,60-69,1459,0
2021-01-29,EMR,70-79,403,0
2021-01-29,EMR,80-89,448,0
2021-01-29,EMR,90+,381,0
2021-01-29,FVG,05-11,0,0
2021-01-29,FVG,12-19,0,0
2021-01-29,FVG,20-29,266,0
2021-01-29,FVG,30-39,359,0
2021-01-29,FVG,40-49,445,0
2021-01-29,FVG,50-59,555,0
2021-01-29,FVG,60-69,299,0
2021-01-29,FVG,70-79,105,0
2021-01-29,FVG,80-89,64,0
2021-01-29,FVG,90+,89,0
2021-01-29,LAZ,05-11,0,0
2021-01-29,LAZ,12-19,2,0
2021-01-29,LAZ,20-29,843,0
2021-01-29,LAZ,30-39,1311,0
2021-01-29,LAZ,40-49,1501,0
2021-01-29,LAZ,50-59,1851,0
2021-01-29,LAZ,60-69,1281,0
2021-01-29,LAZ,70-79,233,0
2021-01-29,LAZ,80-89,293,0
2021-01-29,LAZ,90+,188,0
2021-01-29,LIG,05-11,0,0
2021-01-29,LIG,12-19,7,0
2021-01-29,LIG,20-29,228,0
2021-01-29,LIG,30-39,389,0
2021-01-29,LIG,40-49,550,0
2021-01-29,LIG,50-59,922,0
2021-01-29,LIG,60-69,505,0
2021-01-29,LIG,70-79,110,0
2021-01-29,LIG,80-89,185,0
2021-01-29,LIG,90+,151,0
2021-01-29,LOM,05-11,0,0
2021-01-29,LOM,12-19,2,0
2021-01-29,LOM,20-29,1288,0
2021-01-29,LOM,30-39,2311,0
2021-01-29,LOM,40-49,2888,0
2021-01-29,LOM,50-59,4139,0
2021-01-29,LOM,60-69,1736,0
2021-01-29,LOM,70-79,174,0
2021-01-29,LOM,80-89,177,0
2021-01-29,LOM,90+,158,0
2021-01-29,MAR,05-11,0,0
2021-01-29,MAR,12-19,2,0
2021-01-29,MAR,20-29,167,0
2021-01-29,MAR,30-39,348,0
2021-01-29,MAR,40-49,459,0
2021-01-29,MAR,50-59,516,0
2021-01-29,MAR,60-69,295,0
2021-01-29,MAR,70-79,46,0
2021-01-29,MAR,80-89,1,0
2021-01-29,MAR,90+,2,0
2021-01-29,MOL,05-11,0,0
2021-01-29,MOL,12-19,1,0
2021-01-29,MOL,20-29,5,0
2021-01-29,MOL,30-39,31,0
2021-01-29,MOL,40-49,58,0
2021-01-29,MOL,50-59,117,0
2021-01-29,MOL,60-69,107,0
2021-01-29,MOL,70-79,10,0
2021-01-29,MOL,80-89,47,0
2021-01-29,MOL,90+,45,0
2021-01-29,PAB,05-11,0,0
2021-01-29,PAB,12-19,8,0
2021-01-29,PAB,20-29,126,0
2021-01-29,PAB,30-39,190,0
2021-01-29,PAB,40-49,340,0
2021-01-29,PAB,50-59,373,0
2021-01-29,PAB,60-69,170,0
2021-01-29,PAB,70-79,65,0
2021-01-29,PAB,80-89,122,0
2021-01-29,PAB,90+,101,0
2021-01-29,PAT,05-11,0,0
2021-01-29,PAT,12-19,1,0
2021-01-29,PAT,20-29,136,0
2021-01-29,PAT,30-39,149,0
2021-01-29,PAT,40-49,218,0
2021-01-29,PAT,50-59,259,0
2021-01-29,PAT,60-69,112,0
2021-01-29,PAT,70-79,98,0
2021-01-29,PAT,80-89,211,0
2021-01-29,PAT,90+,207,0
2021-01-29,PIE,05-11,0,0
2021-01-29,PIE,12-19,3,0
2021-01-29,PIE,20-29,472,0
2021-01-29,PIE,30-39,895,0
2021-01-29,PIE,40-49,1176,0
2021-01-29,PIE,50-59,1738,0
2021-01-29,PIE,60-69,866,0
2021-01-29,PIE,70-79,126,0
2021-01-29,PIE,80-89,178,0
2021-01-29,PIE,90+,132,0
2021-01-29,PUG,05-11,0,0
2021-01-29,PUG,12-19,1,0
2021-01-29,PUG,20-29,435,0
2021-01-29,PUG,30-39,994,0
2021-01-29,PUG,40-49,1284,0
2021-01-29,PUG,50-59,1734,0
2021-01-29,PUG,60-69,1257,0
2021-01-29,PUG,70-79,88,0
2021-01-29,PUG,80-89,123,0
2021-01-29,PUG,90+,87,0
2021-01-29,SAR,05-11,0,0
2021-01-29,SAR,12-19,0,0
2021-01-29,SAR,20-29,198,0
2021-01-29,SAR,30-39,552,0
2021-01-29,SAR,40-49,620,0
2021-01-29,SAR,50-59,1014,0
2021-01-29,SAR,60-69,595,0
2021-01-29,SAR,70-79,24,0
2021-01-29,SAR,80-89,1,0
2021-01-29,SAR,90+,0,0
2021-01-29,SIC,05-11,0,0
2021-01-29,SIC,12-19,1,0
2021-01-29,SIC,20-29,725,0
2021-01-29,SIC,30-39,1356,0
2021-01-29,SIC,40-49,1782,0
2021-01-29,SIC,50-59,2550,0
2021-01-29,SIC,60-69,1955,0
2021-01-29,SIC,70-79,243,0
2021-01-29,SIC,80-89,102,0
2021-01-29,SIC,90+,64,0
2021-01-29,TOS,05-11,0,0
2021-01-29,TOS,12-19,2,0
2021-01-29,TOS,20-29,1151,0
2021-01-29,TOS,30-39,995,0
2021-01-29,TOS,40-49,1107,0
2021-01-29,TOS,50-59,1511,0
2021-01-29,TOS,60-69,670,0
2021-01-29,TOS,70-79,82,0
2021-01-29,TOS,80-89,166,0
2021-01-29,TOS,90+,170,0
2021-01-29,UMB,05-11,0,0
2021-01-29,UMB,12-19,0,0
2021-01-29,UMB,20-29,49,0
2021-01-29,UMB,30-39,168,0
2021-01-29,UMB,40-49,226,0
2021-01-29,UMB,50-59,343,0
2021-01-29,UMB,60-69,175,0
2021-01-29,UMB,70-79,56,0
2021-01-29,UMB,80-89,99,0
2021-01-29,UMB,90+,89,0
2021-01-29,VDA,05-11,0,0
2021-01-29,VDA,12-19,1,0
2021-01-29,VDA,20-29,37,0
2021-01-29,VDA,30-39,43,0
2021-01-29,VDA,40-49,68,0
2021-01-29,VDA,50-59,91,0
2021-01-29,VDA,60-69,40,0
2021-01-29,VDA,70-79,25,0
2021-01-29,VDA,80-89,9,0
2021-01-29,VDA,90+,5,0
2021-01-29,VEN,05-11,0,0
2021-01-29,VEN,12-19,0,0
2021-01-29,VEN,20-29,794,0
2021-01-29,VEN,30-39,1275,0
2021-01-29,VEN,40-49,1714,0
2021-01-29,VEN,50-59,2523,0
2021-01-29,VEN,60-69,1257,0
2021-01-29,VEN,70-79,297,0
2021-01-29,VEN,80-89,412,0
2021-01-29,VEN,90+,388,0
2021-01-30,ABR,05-11,0,0
2021-01-30,ABR,12-19,0,0
2021-01-30,ABR,20-29,107,0
2021-01-30,ABR,30-39,216,0
2021-01-30,ABR,40-49,293,0
2021-01-30,ABR,50-59,364,0
2021-01-30,ABR,60-69,440,0
2021-01-30,ABR,70-79,32,0
2021-01-30,ABR,80-89,0,0
2021-01-30,ABR,90+,0,0
2021-01-30,BAS,05-11,0,0
2021-01-30,BAS,12-19,0,0
2021-01-30,BAS,20-29,34,0
2021-01-30,BAS,30-39,89,0
2021-01-30,BAS,40-49,126,0
2021-01-30,BAS,50-59,154,0
2021-01-30,BAS,60-69,119,0
2021-01-30,BAS,70-79,10,0
2021-01-30,BAS,80-89,26,0
2021-01-30,BAS,90+,28,0
2021-01-30,CAL,05-11,0,0
2021-01-30,CAL,12-19,0,0
2021-01-30,CAL,20-29,68,0
2021-01-30,CAL,30-39,234,0
2021-01-30,CAL,40-49,341,0
2021-01-30,CAL,50-59,580,0
2021-01-30,CAL,60-69,657,0
2021-01-30,CAL,70-79,39,0
2021-01-30,CAL,80-89,5,0
2021-01-30,CAL,90+,0,0
2021-01-30,CAM,05-11,0,0
2021-01-30,CAM,12-19,6,0
2021-01-30,CAM,20-29,1035,0
2021-01-30,CAM,30-39,2041,0
2021-01-30,CAM,40-49,2132,0
2021-01-30,CAM,50-59,2743,0
2021-01-30,CAM,60-69,2284,0
2021-01-30,CAM,70-79,282,0
2021-01-30,CAM,80-89,116,0
2021-01-30,CAM,90+,51,0
2021-01-30,EMR,05-11,0,0
2021-01-30,EMR,12-19,13,0
2021-01-30,EMR,20-29,1081,0
2021-01-30,EMR,30-39,1670,0
2021-01-30,EMR,40-49,2060,0
2021-01-30,EMR,50-59,2604,0
2021-01-30,EMR,60-69,1495,0
2021-01-30,EMR,70-79,404,0
2021-01-30,EMR,80-89,334,0
2021-01-30,EMR,90+,308,0
2021-01-30,FVG,05-11,0,0
2021-01-30,FVG,12-19,0,0
2021-01-30,FVG,20-29,381,0
2021-01-30,FVG,30-39,276,0
2021-01-30,FVG,40-49,353,0
2021-01-30,FVG,50-59,431,0
2021-01-30,FVG,60-69,277,0
2021-01-30,FVG,70-79,110,0
2021-01-30,FVG,80-89,93,0
2021-01-30,FVG,90+,109,0
2021-01-30,LAZ,05-11,0,0
2021-01-30,LAZ,12-19,2,0
2021-01-30,LAZ,20-29,709,0
2021-01-30,LAZ,30-39,1091,0
2021-01-30,LAZ,40-49,1107,0
2021-01-30,LAZ,50-59,1414,0
2021-01-30,LAZ,60-69,1260,0
2021-01-30,LAZ,70-79,233,0
2021-01-30,LAZ,80-89,244,0
2021-01-30,LAZ,90+,156,0
2021-01-30,LIG,05-11,0,0
2021-01-30,LIG,12-19,4,0
2021-01-30,LIG,20-29,127,0
2021-01-30,LIG,30-39,187,0
2021-01-30,LIG,40-49,291,0
2021-01-30,LIG,50-59,453,0
2021-01-30,LIG,60-69,324,0
2021-01-30,LIG,70-79,68,0
2021-01-30,LIG,80-89,89,0
2021-01-30,LIG,90+,109,0
2021-01-30,LOM,05-11,0,0
2021-01-30,LOM,12-19,7,0
2021-01-30,LOM,20-29,1397,0
2021-01-30,LOM,30-39,2098,0
2021-01-30,LOM,40-49,2540,0
2021-01-30,LOM,50-59,3647,0
2021-01-30,LOM,60-69,2132,0
2021-01-30,LOM,70-79,278,0
2021-01-30,LOM,80-89,76,0
2021-01-30,LOM,90+,45,0
2021-01-30,MAR,05-11,0,0
2021-01-30,MAR,12-19,0,0
2021-01-30,MAR,20-29,165,0
2021-01-30,MAR,30-39,273,0
2021-01-30,MAR,40-49,396,0
2021-01-30,MAR,50-59,555,0
2021-01-30,MAR,60-69,443,0
2021-01-30,MAR,70-79,48,0
2021-01-30,MAR,80-89,1,0
2021-01-30,MAR,90+,1,0
2021-01-30,MOL,05-11,0,0
2021-01-30,MOL,12-19,0,0
2021-01-30,MOL,20-29,14,0
2021-01-30,MOL,30-39,35,0
2021-01-30,MOL,40-49,56,0
2021-01-30,MOL,50-59,123,0
2021-01-30,MOL,60-69,75,0
2021-01-30,MOL,70-79,13,0
2021-01-30,MOL,80-89,70,0
2021-01-30,MOL,90+,67,0
2021-01-30,PAB,05-11,0,0
2021-01-30,PAB,12-19,6,0
2021-01-30,PAB,20-29,72,0
2021-01-30,PAB,30-39,75,0
2021-01-30,PAB,40-49,77,0
2021-01-30,PAB,50-59,108,0
2021-01-30,PAB,60-69,68,0
2021-01-30,PAB,70-79,38,0
2021-01-30,PAB,80-89,37,0
2021-01-30,PAB,90+,20,0
2021-01-30,PAT,05-11,0,0
2021-01-30,PAT,12-19,0,0
2021-01-30,PAT,20-29,18,0
2021-01-30,PAT,30-39,29,0
2021-01-30,PAT,40-49,54,0
2021-01-30,PAT,50-59,84,0
2021-01-30,PAT,60-69,26,0
2021-01-30,PAT,70-79,4,0
2021-01-30,PAT,80-89,9,0
2021-01-30,PAT,90+,21,0
2021-01-30,PIE,05-11,0,0
2021-01-30,PIE,12-19,6,0
2021-01-30,PIE,20-29,711,0
2021-01-30,PIE,30-39,899,0
2021-01-30,PIE,40-49,1025,0
2021-01-30,PIE,50-59,1585,0
2021-01-30,PIE,60-69,1088,0
2021-01-30,PIE,70-79,244,0
2021-01-30,PIE,80-89,168,0
2021-01-30,PIE,90+,165,0
2021-01-30,PUG,05-11,0,0
2021-01-30,PUG,12-19,2,0
2021-01-30,PUG,20-29,330,0
2021-01-30,PUG,30-39,784,0
2021-01-30,PUG,40-49,923,0
2021-01-30,PUG,50-59,1320,0
2021-01-30,PUG,60-69,1457,0
2021-01-30,PUG,70-79,138,0
2021-01-30,PUG,80-89,130,0
2021-01-30,PUG,90+,91,0
2021-01-30,SAR,05-11,0,0
2021-01-30,SAR,12-19,0,0
2021-01-30,SAR,20-29,67,0
2021-01-30,SAR,30-39,204,0
2021-01-30,SAR,40-49,303,0
2021-01-30,SAR,50-59,487,0
2021-01-30,SAR,60-69,266,0
2021-01-30,SAR,70-79,2,0
2021-01-30,SAR,80-89,0,0
2021-01-30,SAR,90+,0,0
2021-01-30,SIC,05-11,0,0
2021-01-30,SIC,12-19,5,0
2021-01-30,SIC,20-29,661,0
2021-01-30,SIC,30-39,1200,0
2021-01-30,SIC,40-49,1541,0
2021-01-30,SIC,50-59,1874,0
2021-01-30,SIC,60-69,1617,0
2021-01-30,SIC,70-79,317,0
2021-01-30,SIC,80-89,249,0
2021-01-30,SIC,90+,143,0
2021-01-30,TOS,05-11,0,0
2021-01-30,TOS,12-19,4,0
2021-01-30,TOS,20-29,846,0
2021-01-30,TOS,30-39,619,0
2021-01-30,TOS,40-49,776,0
2021-01-30,TOS,50-59,870,0
2021-01-30,TOS,60-69,830,0
2021-01-30,TOS,70-79,164,0
2021-01-30,TOS,80-89,169,0
2021-01-30,TOS,90+,160,0
2021-01-30,UMB,05-11,0,0
2021-01-30,UMB,12-19,0,0
2021-01-30,UMB,20-29,53,0
2021-01-30,UMB,30-39,201,0
2021-01-30,UMB,40-49,182,0
2021-01-30,UMB,50-59,274,0
2021-01-30,UMB,60-69,279,0
2021-01-30,UMB,70-79,115,0
2021-01-30,UMB,80-89,271,0
2021-01-30,UMB,90+,210,0
2021-01-30,VDA,05-11,0,0
2021-01-30,VDA,12-19,3,0
2021-01-30,VDA,20-29,40,0
2021-01-30,VDA,30-39,53,0
2021-01-30,VDA,40-49,94,0
2021-01-30,VDA,50-59,135,0
2021-01-30,VDA,60-69,75,0
2021-01-30,VDA,70-79,25,0
2021-01-30,VDA,80-89,1,0
2021-01-30,VDA,90+,0,0
2021-01-30,VEN,05-11,0,0
2021-01-30,VEN,12-19,3,0
2021-01-30,VEN,20-29,752,0
2021-01-30,VEN,30-39,1182,0
2021-01-30,VEN,40-49,1616,0
2021-01-30,VEN,50-59,2277,0
2021-01-30,VEN,60-69,1308,0
2021-01-30,VEN,70-79,278,0
2021-01-30,VEN,80-89,381,0
2021-01-30,VEN,90+,283,0
2021-01-31,ABR,05-11,0,0
2021-01-31,ABR,12-19,1,0
2021-01-31,ABR,20-29,97,0
2021-01-31,ABR,30-39,220,0
2021-01-31,ABR,40-49,295,0
2021-01-31,ABR,50-59,347,0
2021-01-31,ABR,60-69,254,0
2021-01-31,ABR,70-79,17,0
2021-01-31,ABR,80-89,4,0
2021-01-31,ABR,90+,2,0
2021-01-31,BAS,05-11,0,0
2021-01-31,BAS,12-19,0,0
2021-01-31,BAS,20-29,4,0
2021-01-31,BAS,30-39,21,0
2021-01-31,BAS,40-49,19,0
2021-01-31,BAS,50-59,17,0
2021-01-31,BAS,60-69,13,0
2021-01-31,BAS,70-79,4,0
2021-01-31,BAS,80-89,0,0
2021-01-31,BAS,90+,0,0
2021-01-31,CAL,05-11,0,0
2021-01-31,CAL,12-19,0,0
2021-01-31,CAL,20-29,41,0
2021-01-31,CAL,30-39,129,0
2021-01-31,CAL,40-49,194,0
2021-01-31,CAL,50-59,317,0
2021-01-31,CAL,60-69,270,0
2021-01-31,CAL,70-79,32,0
2021-01-31,CAL,80-89,4,0
2021-01-31,CAL,90+,1,0
2021-01-31,CAM,05-11,0,0
2021-01-31,CAM,12-19,5,0
2021-01-31,CAM,20-29,851,0
2021-01-31,CAM,30-39,1707,0
2021-01-31,CAM,40-49,1606,0
2021-01-31,CAM,50-59,2019,0
2021-01-31,CAM,60-69,1566,0
2021-01-31,CAM,70-79,220,0
2021-01-31,CAM,80-89,48,0
2021-01-31,CAM,90+,29,0
2021-01-31,EMR,05-11,0,0
2021-01-31,EMR,12-19,22,0
2021-01-31,EMR,20-29,1074,0
2021-01-31,EMR,30-39,1299,0
2021-01-31,EMR,40-49,1502,0
2021-01-31,EMR,50-59,1830,0
2021-01-31,EMR,60-69,1128,0
2021-01-31,EMR,70-79,356,0
2021-01-31,EMR,80-89,157,0
2021-01-31,EMR,90+,110,0
2021-01-31,FVG,05-11,0,0
2021-01-31,FVG,12-19,3,0
2021-01-31,FVG,20-29,411,0
2021-01-31,FVG,30-39,399,0
2021-01-31,FVG,40-49,523,0
2021-01-31,FVG,50-59,614,0
2021-01-31,FVG,60-69,316,0
2021-01-31,FVG,70-79,74,0
2021-01-31,FVG,80-89,14,0
2021-01-31,FVG,90+,4,0
2021-01-31,LAZ,05-11,0,0
2021-01-31,LAZ,12-19,13,0
2021-01-31,LAZ,20-29,657,0
2021-01-31,LAZ,30-39,724,0
2021-01-31,LAZ,40-49,656,0
2021-01-31,LAZ,50-59,842,0
2021-01-31,LAZ,60-69,798,0
2021-01-31,LAZ,70-79,137,0
2021-01-31,LAZ,80-89,107,0
2021-01-31,LAZ,90+,55,0
2021-01-31,LIG,05-11,0,0
2021-01-31,LIG,12-19,1,0
2021-01-31,LIG,20-29,45,0
2021-01-31,LIG,30-39,67,0
2021-01-31,LIG,40-49,81,0
2021-01-31,LIG,50-59,181,0
2021-01-31,LIG,60-69,131,0
2021-01-31,LIG,70-79,31,0
2021-01-31,LIG,80-89,39,0
2021-01-31,LIG,90+,50,0
2021-01-31,LOM,05-11,0,0
2021-01-31,LOM,12-19,25,0
2021-01-31,LOM,20-29,1305,0
2021-01-31,LOM,30-39,1651,0
2021-01-31,LOM,40-49,1945,0
2021-01-31,LOM,50-59,2665,0
2021-01-31,LOM,60-69,1819,0
2021-01-31,LOM,70-79,306,0
2021-01-31,LOM,80-89,46,0
2021-01-31,LOM,90+,38,0
2021-01-31,MAR,05-11,0,0
2021-01-31,MAR,12-19,4,0
2021-01-31,MAR,20-29,137,0
2021-01-31,MAR,30-39,287,0
2021-01-31,MAR,40-49,419,0
2021-01-31,MAR,50-59,543,0
2021-01-31,MAR,60-69,394,0
2021-01-31,MAR,70-79,36,0
2021-01-31,MAR,80-89,4,0
2021-01-31,MAR,90+,0,0
2021-01-31,MOL,05-11,0,0
2021-01-31,MOL,12-19,0,0
2021-01-31,MOL,20-29,6,0
2021-01-31,MOL,30-39,14,0
2021-01-31,MOL,40-49,25,0
2021-01-31,MOL,50-59,34,0
2021-01-31,MOL,60-69,39,0
2021-01-31,MOL,70-79,22,0
2021-01-31,MOL,80-89,63,0
2021-01-31,MOL,90+,61,0
2021-01-31,PAB,05-11,0,0
2021-01-31,PAB,12-19,0,0
2021-01-31,PAB,20-29,0,0
2021-01-31,PAB,30-39,0,0
2021-01-31,PAB,40-49,0,0
2021-01-31,PAB,50-59,0,0
2021-01-31,PAB,60-69,0,0
2021-01-31,PAB,70-79,0,0
2021-01-31,PAB,80-89,0,0
2021-01-31,PAB,90+,0,0
2021-01-31,PAT,05-11,0,0
2021-01-31,PAT,12-19,0,0
2021-01-31,PAT,20-29,11,0
2021-01-31,PAT,30-39,6,0
2021-01-31,PAT,40-49,17,0
2021-01-31,PAT,50-59,26,0
2021-01-31,PAT,60-69,10,0
2021-01-31,PAT,70-79,1,0
2021-01-31,PAT,80-89,1,0
2021-01-31,PAT,90+,4,0
2021-01-31,PIE,05-11,0,0
2021-01-31,PIE,12-19,10,0
2021-01-31,PIE,20-29,740,0
2021-01-31,PIE,30-39,586,0
2021-01-31,PIE,40-49,796,0
2021-01-31,PIE,50-59,902,0
2021-01-31,PIE,60-69,585,0
2021-01-31,PIE,70-79,230,0
2021-01-31,PIE,80-89,148,0
2021-01-31,PIE,90+,115,0
2021-01-31,PUG,05-11,0,0
2021-01-31,PUG,12-19,11,0
2021-01-31,PUG,20-29,121,0
2021-01-31,PUG,30-39,271,0
2021-01-31,PUG,40-49,318,0
2021-01-31,PUG,50-59,492,0
2021-01-31,PUG,60-69,410,0
2021-01-31,PUG,70-79,44,0
2021-01-31,PUG,80-89,46,0
2021-01-31,PUG,90+,44,0
2021-01-31,SAR,05-11,0,0
2021-01-31,SAR,12-19,1,0
2021-01-31,SAR,20-29,141,0
2021-01-31,SAR,30-39,322,0
2021-01-31,SAR,40-49,475,0
2021-01-31,SAR,50-59,690,0
2021-01-31,SAR,60-69,474,0
2021-01-31,SAR,70-79,8,0
2021-01-31,SAR,80-89,1,0
2021-01-31,SAR,90+,0,0
2021-01-31,SIC,05-11,0,0
2021-01-31,SIC,12-19,20,0
2021-01-31,SIC,20-29,386,0
2021-01-31,SIC,30-39,621,0
2021-01-31,SIC,40-49,792,0
2021-01-31,SIC,50-59,920,0
2021-01-31,SIC,60-69,676,0
2021-01-31,SIC,70-79,197,0
2021-01-31,SIC,80-89,224,0
2021-01-31,SIC,90+,117,0
2021-01-31,TOS,05-11,0,0
2021-01-31,TOS,12-19,6,0
2021-01-31,TOS,20-29,430,0
2021-01-31,TOS,30-39,412,0
2021-01-31,TOS,40-49,485,0
2021-01-31,TOS,50-59,653,0
2021-01-31,TOS,60-69,569,0
2021-01-31,TOS,70-79,129,0
2021-01-31,TOS,80-89,141,0
2021-01-31,TOS,90+,124,0
2021-01-31,UMB,05-11,0,0
2021-01-31,UMB,12-19,0,0
2021-01-31,UMB,20-29,53,0
2021-01-31,UMB,30-39,177,0
2021-01-31,UMB,40-49,188,0
2021-01-31,UMB,50-59,251,0
2021-01-31,UMB,60-69,129,0
2021-01-31,UMB,70-79,36,0
2021-01-31,UMB,80-89,122,0
2021-01-31,UMB,90+,112,0
2021-01-31,VDA,05-11,0,0
2021-01-31,VDA,12-19,0,0
2021-01-31,VDA,20-29,14,0
2021-01-31,VDA,30-39,49,0
2021-01-31,VDA,40-49,55,0
2021-01-31,VDA,50-59,80,0
2021-01-31,VDA,60-69,34,0
2021-01-31,VDA,70-79,2,0
2021-01-31,VDA,80-89,0,0
2021-01-31,VDA,90+,0,0
2021-01-31,VEN,05-11,0,0
2021-01-31,VEN,12-19,9,0
2021-01-31,VEN,20-29,461,0
2021-01-31,VEN,30-39,656,0
2021-01-31,VEN,40-49,834,0
2021-01-31,VEN,50-59,1371,0
2021-01-31,VEN,60-69,730,0
2021-01-31,VEN,70-79,130,0
2021-01-31,VEN,80-89,108,0
2021-01-31,VEN,90+,86,0
2021-02-01,ABR,05-11,0,0
2021-02-01,ABR,12-19,0,0
2021-02-01,ABR,20-29,78,0
2021-02-01,ABR,30-39,275,0
2021-02-01,ABR,40-49,297,0
2021-02-01,ABR,50-59,407,0
2021-02-01,ABR,60-69,269,0
2021-02-01,ABR,70-79,37,0
2021-02-01,ABR,80-89,2,0
2021-02-01,ABR,90+,0,0
2021-02-01,BAS,05-11,0,0
2021-02-01,BAS,12-19,0,0
2021-02-01,BAS,20-29,9,0
2021-02-01,BAS,30-39,17,0
2021-02-01,BAS,40-49,29,0
2021-02-01,BAS,50-59,53,0
2021-02-01,BAS,60-69,49,0
2021-02-01,BAS,70-79,7,0
2021-02-01,BAS,80-89,15,0
2021-02-01,BAS,90+,24,0
2021-02-01,CAL,05-11,0,0
2021-02-01,CAL,12-19,1,0
2021-02-01,CAL,20-29,135,0
2021-02-01,CAL,30-39,355,0
2021-02-01,CAL,40-49,415,0
2021-02-01,CAL,50-59,660,0
2021-02-01,CAL,60-69,661,0
2021-02-01,CAL,70-79,63,0
2021-02-01,CAL,80-89,29,0
2021-02-01,CAL,90+,15,0
2021-02-01,CAM,05-11,0,0
2021-02-01,CAM,12-19,5,0
2021-02-01,CAM,20-29,310,0
2021-02-01,CAM,30-39,565,0
2021-02-01,CAM,40-49,690,0
2021-02-01,CAM,50-59,1092,0
2021-02-01,CAM,60-69,957,0
2021-02-01,CAM,70-79,131,0
2021-02-01,CAM,80-89,73,0
2021-02-01,CAM,90+,55,0
2021-02-01,EMR,05-11,0,0
2021-02-01,EMR,12-19,8,0
2021-02-01,EMR,20-29,1262,0
2021-02-01,EMR,30-39,1621,0
2021-02-01,EMR,40-49,1910,0
2021-02-01,EMR,50-59,2268,0
2021-02-01,EMR,60-69,1495,0
2021-02-01,EMR,70-79,541,0
2021-02-01,EMR,80-89,433,0
2021-02-01,EMR,90+,443,0
2021-02-01,FVG,05-11,0,0
2021-02-01,FVG,12-19,1,0
2021-02-01,FVG,20-29,327,0
2021-02-01,FVG,30-39,342,0
2021-02-01,FVG,40-49,420,0
2021-02-01,FVG,50-59,535,0
2021-02-01,FVG,60-69,297,0
2021-02-01,FVG,70-79,68,0
2021-02-01,FVG,80-89,64,0
2021-02-01,FVG,90+,58,0
2021-02-01,LAZ,05-11,0,0
2021-02-01,LAZ,12-19,2,0
2021-02-01,LAZ,20-29,659,0
2021-02-01,LAZ,30-39,878,0
2021-02-01,LAZ,40-49,1073,0
2021-02-01,LAZ,50-59,1337,0
2021-02-01,LAZ,60-69,862,0
2021-02-01,LAZ,70-79,191,0
2021-02-01,LAZ,80-89,202,0
2021-02-01,LAZ,90+,146,0
2021-02-01,LIG,05-11,0,0
2021-02-01,LIG,12-19,6,0
2021-02-01,LIG,20-29,161,0
2021-02-01,LIG,30-39,264,0
2021-02-01,LIG,40-49,414,0
2021-02-01,LIG,50-59,832,0
2021-02-01,LIG,60-69,434,0
2021-02-01,LIG,70-79,92,0
2021-02-01,LIG,80-89,124,0
2021-02-01,LIG,90+,150,0
2021-02-01,LOM,05-11,0,0
2021-02-01,LOM,12-19,12,0
2021-02-01,LOM,20-29,1783,0
2021-02-01,LOM,30-39,2603,0
2021-02-01,LOM,40-49,3404,0
2021-02-01,LOM,50-59,4990,0
2021-02-01,LOM,60-69,2029,0
2021-02-01,LOM,70-79,358,0
2021-02-01,LOM,80-89,366,0
2021-02-01,LOM,90+,288,0
2021-02-01,MAR,05-11,0,0
2021-02-01,MAR,12-19,2,0
2021-02-01,MAR,20-29,99,0
2021-02-01,MAR,30-39,229,0
2021-02-01,MAR,40-49,333,0
2021-02-01,MAR,50-59,356,0
2021-02-01,MAR,60-69,208,0
2021-02-01,MAR,70-79,32,0
2021-02-01,MAR,80-89,4,0
2021-02-01,MAR,90+,4,0
2021-02-01,MOL,05-11,0,0
2021-02-01,MOL,12-19,0,0
2021-02-01,MOL,20-29,18,0
2021-02-01,MOL,30-39,71,0
2021-02-01,MOL,40-49,98,0
2021-02-01,MOL,50-59,155,0
2021-02-01,MOL,60-69,111,0
2021-02-01,MOL,70-79,20,0
2021-02-01,MOL,80-89,36,0
2021-02-01,MOL,90+,41,0
2021-02-01,PAB,05-11,0,0
2021-02-01,PAB,12-19,2,0
2021-02-01,PAB,20-29,106,0
2021-02-01,PAB,30-39,173,0
2021-02-01,PAB,40-49,304,0
2021-02-01,PAB,50-59,411,0
2021-02-01,PAB,60-69,176,0
2021-02-01,PAB,70-79,62,0
