data_somministrazione,area,vaccinazioni,booster
2022-01-11,VDA,315,552
2022-01-11,VEN,5129,44774
2022-01-12,ABR,1303,14810
2022-01-12,BAS,287,5632
2022-01-12,CAL,2457,21180
2022-01-12,CAM,5860,53015
2022-01-12,EMR,3888,42294
2022-01-12,FVG,1072,13061
2022-01-12,LAZ,4994,56462
2022-01-12,LIG,1719,14668
2022-01-12,LOM,7809,95770
2022-01-12,MAR,1629,16360
2022-01-12,MOL,160,2892
2022-01-12,PAB,310,2645
2022-01-12,PAT,461,3308
2022-01-12,PIE,3007,42561
2022-01-12,PUG,5085,42838
2022-01-12,SAR,1410,15037
2022-01-12,SIC,5673,48346
2022-01-12,TOS,4106,39712
2022-01-12,UMB,954,8952
2022-01-12,VDA,99,1546
2022-01-12,VEN,5704,41085
2022-01-13,ABR,1361,14968
2022-01-13,BAS,258,6150
2022-01-13,CAL,1820,17630
2022-01-13,CAM,5339,49870
2022-01-13,EMR,4026,42845
2022-01-13,FVG,742,12248
2022-01-13,LAZ,5468,57958
2022-01-13,LIG,1455,15173
2022-01-13,LOM,8389,94605
2022-01-13,MAR,1288,15860
2022-01-13,MOL,225,2197
2022-01-13,PAB,1137,2490
2022-01-13,PAT,630,3721
2022-01-13,PIE,3106,44843
2022-01-13,PUG,5417,43250
2022-01-13,SAR,1485,15109
2022-01-13,SIC,5801,47859
2022-01-13,TOS,3779,40582
2022-01-13,UMB,941,9717
2022-01-13,VDA,45,1026
2022-01-13,VEN,5438,43121
2022-01-14,ABR,914,14713
2022-01-14,BAS,221,5278
2022-01-14,CAL,2173,20057
2022-01-14,CAM,4306,52562
2022-01-14,EMR,3049,43783
2022-01-14,FVG,813,11781
2022-01-14,LAZ,3556,57582
2022-01-14,LIG,1301,15224
2022-01-14,LOM,7115,96029
2022-01-14,MAR,828,13875
2022-01-14,MOL,158,2559
2022-01-14,PAB,874,5025
2022-01-14,PAT,335,2746
2022-01-14,PIE,3080,45016
2022-01-14,PUG,3889,46850
2022-01-14,SAR,1347,16473
2022-01-14,SIC,4905,47722
2022-01-14,TOS,2571,36272
2022-01-14,UMB,675,10037
2022-01-14,VDA,164,969
2022-01-14,VEN,3992,44776
2022-01-15,ABR,632,11797
2022-01-15,BAS,364,6578
2022-01-15,CAL,2081,21382
2022-01-15,CAM,4263,53215
2022-01-15,EMR,3068,42001
2022-01-15,FVG,752,14198
2022-01-15,LAZ,2896,53173
2022-01-15,LIG,575,9982
2022-01-15,LOM,4689,92646
2022-01-15,MAR,885,15072
2022-01-15,MOL,107,3108
2022-01-15,PAB,778,7568
2022-01-15,PAT,609,15452
2022-01-15,PIE,2448,46074
2022-01-15,PUG,2168,37545
2022-01-15,SAR,1227,13901
2022-01-15,SIC,4246,44054
2022-01-15,TOS,2182,27704
2022-01-15,UMB,587,7789
2022-01-15,VDA,28,1336
2022-01-15,VEN,4114,45313
2022-01-16,ABR,232,5195
2022-01-16,BAS,213,1975
2022-01-16,CAL,1194,9601
2022-01-16,CAM,2213,29382
2022-01-16,EMR,2161,26945
2022-01-16,FVG,728,10948
2022-01-16,LAZ,4722,39205
2022-01-16,LIG,160,2924
2022-01-16,LOM,5379,58063
2022-01-16,MAR,246,4382
2022-01-16,MOL,43,439
2022-01-16,PAB,198,3771
2022-01-16,PAT,656,13604
2022-01-16,PIE,1667,33298
2022-01-16,PUG,618,10019
2022-01-16,SAR,978,7285
2022-01-16,SIC,3051,27747
2022-01-16,TOS,1562,20230
2022-01-16,UMB,226,5143
2022-01-16,VDA,31,1209
2022-01-16,VEN,4521,30447
2022-01-17,ABR,1027,10991
2022-01-17,BAS,197,4555
2022-01-17,CAL,2179,15046
2022-01-17,CAM,5659,45888
2022-01-17,EMR,3861,37239
2022-01-17,FVG,1378,10196
2022-01-17,LAZ,5659,49759
2022-01-17,LIG,1473,11770
2022-01-17,LOM,8086,89153
2022-01-17,MAR,1319,11866
2022-01-17,MOL,120,2611
2022-01-17,PAB,461,2776
2022-01-17,PAT,215,2603
2022-01-17,PIE,2755,39878
2022-01-17,PUG,4827,33151
2022-01-17,SAR,1256,13499
2022-01-17,SIC,5060,35553
2022-01-17,TOS,3337,30405
2022-01-17,UMB,902,8754
2022-01-17,VDA,135,646
2022-01-17,VEN,4508,34180
2022-01-18,ABR,1004,12043
2022-01-18,BAS,341,6244
2022-01-18,CAL,1945,13882
2022-01-18,CAM,6144,49004
2022-01-18,EMR,4853,36687
2022-01-18,FVG,1432,10538
2022-01-18,LAZ,5476,53400
2022-01-18,LIG,1388,15044
2022-01-18,LOM,7917,88737
2022-01-18,MAR,1585,13893
2022-01-18,MOL,272,2111
2022-01-18,PAB,326,2295
2022-01-18,PAT,1151,3421
2022-01-18,PIE,2655,42599
2022-01-18,PUG,5300,40043
2022-01-18,SAR,1386,14194
2022-01-18,SIC,5230,37386
2022-01-18,TOS,3487,33104
2022-01-18,UMB,853,9258
2022-01-18,VDA,261,566
2022-01-18,VEN,5106,33381
2022-01-19,ABR,1462,11743
2022-01-19,BAS,170,4652
2022-01-19,CAL,2056,14811
2022-01-19,CAM,6528,46186
2022-01-19,EMR,4097,37541
2022-01-19,FVG,853,11424
2022-01-19,LAZ,5108,48462
2022-01-19,LIG,1469,14283
2022-01-19,LOM,8053,85301
2022-01-19,MAR,1269,14905
2022-01-19,MOL,123,2492
2022-01-19,PAB,368,2203
2022-01-19,PAT,261,3285
2022-01-19,PIE,2285,40656
2022-01-19,PUG,6122,33271
2022-01-19,SAR,1292,14352
2022-01-19,SIC,4950,38761
2022-01-19,TOS,3726,39041
2022-01-19,UMB,955,8829
2022-01-19,VDA,157,914
2022-01-19,VEN,5576,30456
2022-01-20,ABR,1250,11591
2022-01-20,BAS,181,4849
2022-01-20,CAL,1563,11750
2022-01-20,CAM,6210,44884
2022-01-20,EMR,4275,36667
2022-01-20,FVG,718,11079
2022-01-20,LAZ,4907,47236
2022-01-20,LIG,1332,15295
2022-01-20,LOM,7476,86471
2022-01-20,MAR,1043,14898
2022-01-20,MOL,292,2065
2022-01-20,PAB,814,2764
2022-01-20,PAT,453,3128
2022-01-20,PIE,2469,42013
2022-01-20,PUG,5724,34472
2022-01-20,SAR,1501,14601
2022-01-20,SIC,4835,36981
2022-01-20,TOS,3387,37992
2022-01-20,UMB,854,9223
2022-01-20,VDA,77,761
2022-01-20,VEN,4695,30891
2022-01-21,ABR,1051,11996
2022-01-21,BAS,212,5037
2022-01-21,CAL,1699,13547
2022-01-21,CAM,4285,42023
2022-01-21,EMR,3161,38900
2022-01-21,FVG,657,10644
2022-01-21,LAZ,3245,44231
2022-01-21,LIG,941,13556
2022-01-21,LOM,5898,85839
2022-01-21,MAR,735,14134
2022-01-21,MOL,193,2470
2022-01-21,PAB,769,4776
2022-01-21,PAT,309,3369
2022-01-21,PIE,2473,42172
2022-01-21,PUG,3980,34265
2022-01-21,SAR,949,14154
2022-01-21,SIC,3914,36836
2022-01-21,TOS,2414,33847
2022-01-21,UMB,691,9212
2022-01-21,VDA,52,447
2022-01-21,VEN,4087,33226
2022-01-22,ABR,373,9007
2022-01-22,BAS,237,4195
2022-01-22,CAL,1666,14841
2022-01-22,CAM,3755,42451
2022-01-22,EMR,1944,33100
2022-01-22,FVG,338,10174
2022-01-22,LAZ,3346,47705
2022-01-22,LIG,360,9814
2022-01-22,LOM,4296,89032
2022-01-22,MAR,576,13498
2022-01-22,MOL,51,2349
2022-01-22,PAB,770,7716
2022-01-22,PAT,209,2434
2022-01-22,PIE,1550,41047
2022-01-22,PUG,2314,23243
2022-01-22,SAR,674,12701
2022-01-22,SIC,2952,35180
2022-01-22,TOS,1699,24522
2022-01-22,UMB,335,7037
2022-01-22,VDA,32,1032
2022-01-22,VEN,3209,38465
2022-01-23,ABR,122,2968
2022-01-23,BAS,1341,1384
2022-01-23,CAL,1067,6838
2022-01-23,CAM,2068,21104
2022-01-23,EMR,1787,21038
2022-01-23,FVG,780,7434
2022-01-23,LAZ,5583,35087
2022-01-23,LIG,306,2901
2022-01-23,LOM,6209,51760
2022-01-23,MAR,191,6678
2022-01-23,MOL,471,316
2022-01-23,PAB,233,3640
2022-01-23,PAT,163,1850
2022-01-23,PIE,1505,30470
2022-01-23,PUG,1179,6430
2022-01-23,SAR,1253,5788
2022-01-23,SIC,2769,23004
2022-01-23,TOS,2353,15195
2022-01-23,UMB,351,5678
2022-01-23,VDA,78,876
2022-01-23,VEN,4827,24889
2022-01-24,ABR,849,10458
2022-01-24,BAS,265,4163
2022-01-24,CAL,1971,10979
2022-01-24,CAM,6653,37178
2022-01-24,EMR,4305,35212
2022-01-24,FVG,916,8716
2022-01-24,LAZ,5368,42566
2022-01-24,LIG,1529,12337
2022-01-24,LOM,7938,82584
2022-01-24,MAR,907,11298
2022-01-24,MOL,136,2336
2022-01-24,PAB,490,1892
2022-01-24,PAT,215,2608
2022-01-24,PIE,2189,36775
2022-01-24,PUG,6365,27875
2022-01-24,SAR,1316,13700
2022-01-24,SIC,4965,34992
2022-01-24,TOS,3381,25747
2022-01-24,UMB,831,7677
2022-01-24,VDA,98,689
2022-01-24,VEN,5254,28315
2022-01-25,ABR,981,10131
2022-01-25,BAS,324,4697
2022-01-25,CAL,1832,10809
2022-01-25,CAM,7458,37139
2022-01-25,EMR,5331,33791
2022-01-25,FVG,980,9444
2022-01-25,LAZ,5456,43633
2022-01-25,LIG,1780,14080
2022-01-25,LOM,8392,83563
2022-01-25,MAR,1336,12473
2022-01-25,MOL,352,1969
2022-01-25,PAB,357,1786
2022-01-25,PAT,526,2956
2022-01-25,PIE,2517,37582
2022-01-25,PUG,6641,34246
2022-01-25,SAR,1297,15659
2022-01-25,SIC,5756,35986
2022-01-25,TOS,3461,26626
2022-01-25,UMB,915,8344
2022-01-25,VDA,179,480
2022-01-25,VEN,5564,27586
2022-01-26,ABR,1545,10280
2022-01-26,BAS,203,4052
2022-01-26,CAL,2503,12107
2022-01-26,CAM,7650,35842
2022-01-26,EMR,4176,33478
2022-01-26,FVG,869,9069
2022-01-26,LAZ,5105,41365
2022-01-26,LIG,1696,13269
2022-01-26,LOM,7623,78939
2022-01-26,MAR,1284,12803
2022-01-26,MOL,182,2750
2022-01-26,PAB,201,1662
2022-01-26,PAT,505,2260
2022-01-26,PIE,2509,35698
2022-01-26,PUG,5938,27844
2022-01-26,SAR,1229,15512
2022-01-26,SIC,5631,35109
2022-01-26,TOS,3360,30160
2022-01-26,UMB,947,8103
2022-01-26,VDA,91,800
2022-01-26,VEN,5042,25547
2022-01-27,ABR,726,11258
2022-01-27,BAS,186,4587
2022-01-27,CAL,1826,9259
2022-01-27,CAM,4417,34558
2022-01-27,EMR,3588,32388
2022-01-27,FVG,602,7743
2022-01-27,LAZ,4386,41743
2022-01-27,LIG,683,12804
2022-01-27,LOM,6159,77248
2022-01-27,MAR,776,12449
2022-01-27,MOL,1482,1413
2022-01-27,PAB,378,2772
2022-01-27,PAT,787,3017
2022-01-27,PIE,2852,35619
2022-01-27,PUG,5122,29656
2022-01-27,SAR,1012,16134
2022-01-27,SIC,5498,34374
2022-01-27,TOS,2447,30140
2022-01-27,UMB,707,8122
2022-01-27,VDA,19,559
2022-01-27,VEN,4934,27320
2022-01-28,ABR,1262,11731
2022-01-28,BAS,264,4178
2022-01-28,CAL,2827,11681
2022-01-28,CAM,5839,33482
2022-01-28,EMR,3724,33608
2022-01-28,FVG,715,7772
2022-01-28,LAZ,5147,40336
2022-01-28,LIG,1318,12329
2022-01-28,LOM,8108,78012
2022-01-28,MAR,1229,11785
2022-01-28,MOL,205,2864
2022-01-28,PAB,570,3718
2022-01-28,PAT,610,2324
2022-01-28,PIE,3252,36973
2022-01-28,PUG,6108,29354
2022-01-28,SAR,1751,14657
2022-01-28,SIC,5698,35354
2022-01-28,TOS,2848,27982
2022-01-28,UMB,828,7955
2022-01-28,VDA,148,471
2022-01-28,VEN,5937,30805
2022-01-29,ABR,1032,7175
2022-01-29,BAS,651,4537
2022-01-29,CAL,4502,11977
2022-01-29,CAM,6734,29888
2022-01-29,EMR,4645,33353
2022-01-29,FVG,663,9373
2022-01-29,LAZ,6739,43227
2022-01-29,LIG,878,9234
2022-01-29,LOM,11051,82081
2022-01-29,MAR,854,10066
2022-01-29,MOL,165,2714
2022-01-29,PAB,652,2159
2022-01-29,PAT,1233,8156
2022-01-29,PIE,3954,34060
2022-01-29,PUG,5374,18273
2022-01-29,SAR,1709,13243
2022-01-29,SIC,5348,31533
2022-01-29,TOS,3520,20530
2022-01-29,UMB,648,6393
2022-01-29,VDA,61,867
2022-01-29,VEN,7303,33517
2022-01-30,ABR,358,5398
2022-01-30,BAS,1054,1050
2022-01-30,CAL,2007,4332
2022-01-30,CAM,4010,15561
2022-01-30,EMR,2788,19446
2022-01-30,FVG,772,6832
2022-01-30,LAZ,5745,27192
2022-01-30,LIG,509,2254
2022-01-30,LOM,9565,43257
2022-01-30,MAR,157,4419
2022-01-30,MOL,501,262
2022-01-30,PAB,719,2727
2022-01-30,PAT,472,6513
2022-01-30,PIE,2701,24243
2022-01-30,PUG,2897,5302
2022-01-30,SAR,1795,6145
2022-01-30,SIC,3606,18536
2022-01-30,TOS,2983,13237
2022-01-30,UMB,381,4570
2022-01-30,VDA,100,911
2022-01-30,VEN,7016,23733
2022-01-31,ABR,1027,8743
2022-01-31,BAS,345,3823
2022-01-31,CAL,2841,8531
2022-01-31,CAM,6700,28117
2022-01-31,EMR,4184,30043
2022-01-31,FVG,848,6141
2022-01-31,LAZ,5559,37242
2022-01-31,LIG,1991,10236
2022-01-31,LOM,8653,65905
2022-01-31,MAR,1044,8705
2022-01-31,MOL,171,2373
2022-01-31,PAB,690,1383
2022-01-31,PAT,285,1875
2022-01-31,PIE,3004,27591
2022-01-31,PUG,6387,23159
2022-01-31,SAR,1610,11735
2022-01-31,SIC,6066,28690
2022-01-31,TOS,3320,22813
2022-01-31,UMB,937,6841
2022-01-31,VDA,52,564
2022-01-31,VEN,4541,23324
2022-02-01,ABR,1056,8361
2022-02-01,BAS,306,3959
2022-02-01,CAL,2489,8058
2022-02-01,CAM,8242,27976
2022-02-01,EMR,4672,27655
2022-02-01,FVG,816,6736
2022-02-01,LAZ,5510,35261
2022-02-01,LIG,2021,10981
2022-02-01,LOM,9775,56240
2022-02-01,MAR,1140,8179
2022-02-01,MOL,304,1940
2022-02-01,PAB,266,1347
2022-02-01,PAT,643,2037
2022-02-01,PIE,3844,20588
2022-02-01,PUG,6546,24132
2022-02-01,SAR,1425,12057
2022-02-01,SIC,6792,27750
2022-02-01,TOS,3592,21173
2022-02-01,UMB,960,5191
2022-02-01,VDA,213,409
2022-02-01,VEN,4682,19326
2022-02-02,ABR,1966,7864
2022-02-02,BAS,325,3368
2022-02-02,CAL,2882,8422
2022-02-02,CAM,8350,27103
2022-02-02,EMR,4138,23298
2022-02-02,FVG,866,6431
2022-02-02,LAZ,4931,26694
2022-02-02,LIG,2061,9733
2022-02-02,LOM,9088,51011
2022-02-02,MAR,1292,7566
2022-02-02,MOL,193,2389
2022-02-02,PAB,190,1554
2022-02-02,PAT,611,1628
2022-02-02,PIE,3396,18467
2022-02-02,PUG,4655,20384
2022-02-02,SAR,1472,11538
2022-02-02,SIC,7019,27338
2022-02-02,TOS,3916,21507
2022-02-02,UMB,896,3598
2022-02-02,VDA,90,511
2022-02-02,VEN,4650,17369
2022-02-03,ABR,1017,7326
2022-02-03,BAS,197,2854
2022-02-03,CAL,2544,6697
2022-02-03,CAM,7254,25579
2022-02-03,EMR,3663,20995
2022-02-03,FVG,722,6127
2022-02-03,LAZ,5490,21911
2022-02-03,LIG,1861,10053
2022-02-03,LOM,7665,46753
2022-02-03,MAR,1211,6047
2022-02-03,MOL,436,1360
2022-02-03,PAB,390,1734
2022-02-03,PAT,642,1579
2022-02-03,PIE,3103,17289
2022-02-03,PUG,5933,20726
2022-02-03,SAR,1476,12875
2022-02-03,SIC,6632,26017
2022-02-03,TOS,4431,20227
2022-02-03,UMB,687,3579
2022-02-03,VDA,132,226
2022-02-03,VEN,4418,15331
2022-02-04,ABR,1466,7976
2022-02-04,BAS,329,2853
2022-02-04,CAL,3196,7420
2022-02-04,CAM,9859,24411
2022-02-04,EMR,4569,22873
2022-02-04,FVG,1004,6243
2022-02-04,LAZ,5610,17635
2022-02-04,LIG,2005,8416
2022-02-04,LOM,9727,47071
2022-02-04,MAR,1449,5549
2022-02-04,MOL,233,1776
2022-02-04,PAB,707,2302
2022-02-04,PAT,740,1636
2022-02-04,PIE,4713,16804
2022-02-04,PUG,5936,19295
2022-02-04,SAR,1695,10726
2022-02-04,SIC,7506,24776
2022-02-04,TOS,4698,18965
2022-02-04,UMB,900,4244
2022-02-04,VDA,107,377
2022-02-04,VEN,5784,17859
2022-02-05,ABR,948,4151
2022-02-05,BAS,972,3126
2022-02-05,CAL,4085,7327
2022-02-05,CAM,11470,20359
2022-02-05,EMR,5682,22521
2022-02-05,FVG,971,5948
2022-02-05,LAZ,7733,23708
2022-02-05,LIG,1511,6640
2022-02-05,LOM,14321,47542
2022-02-05,MAR,1539,4414
2022-02-05,MOL,231,2150
2022-02-05,PAB,599,1226
2022-02-05,PAT,300,1988
2022-02-05,PIE,5567,15085
2022-02-05,PUG,5042,11401
2022-02-05,SAR,1864,8690
2022-02-05,SIC,7266,19425
2022-02-05,TOS,5097,16881
2022-02-05,UMB,866,3118
2022-02-05,VDA,74,608
2022-02-05,VEN,7344,22144
2022-02-06,ABR,209,1331
2022-02-06,BAS,1156,444
2022-02-06,CAL,1492,2227
2022-02-06,CAM,5163,7823
2022-02-06,EMR,4726,12049
2022-02-06,FVG,1194,3181
2022-02-06,LAZ,6158,13996
2022-02-06,LIG,214,1575
2022-02-06,LOM,12019,20342
2022-02-06,MAR,508,854
2022-02-06,MOL,359,23
2022-02-06,PAB,228,0
2022-02-06,PAT,271,1992
2022-02-06,PIE,4131,9431
2022-02-06,PUG,1140,1709
2022-02-06,SAR,1767,3245
2022-02-06,SIC,4762,11551
2022-02-06,TOS,4205,11142
2022-02-06,UMB,395,1410
2022-02-06,VDA,91,529
2022-02-06,VEN,4912,11321
2022-02-07,ABR,1039,5788
2022-02-07,BAS,343,2469
2022-02-07,CAL,3112,5267
2022-02-07,CAM,8580,17427
2022-02-07,EMR,4006,17139
2022-02-07,FVG,592,4249
2022-02-07,LAZ,5783,14260
2022-02-07,LIG,2111,7103
2022-02-07,LOM,9243,35734
2022-02-07,MAR,1113,4218
2022-02-07,MOL,142,1342
2022-02-07,PAB,859,894
2022-02-07,PAT,429,1146
2022-02-07,PIE,3734,12001
2022-02-07,PUG,5998,15065
2022-02-07,SAR,1488,8784
2022-02-07,SIC,7222,17999
2022-02-07,TOS,3826,13978
2022-02-07,UMB,1061,2380
2022-02-07,VDA,116,360
2022-02-07,VEN,4211,13125
2022-02-08,ABR,1210,4535
2022-02-08,BAS,462,2395
2022-02-08,CAL,2850,4445
2022-02-08,CAM,8215,16563
2022-02-08,EMR,4984,15416
2022-02-08,FVG,816,3909
2022-02-08,LAZ,6127,13744
2022-02-08,LIG,2244,6563
2022-02-08,LOM,9330,32693
2022-02-08,MAR,1196,4153
2022-02-08,MOL,254,786
2022-02-08,PAB,545,802
2022-02-08,PAT,559,1438
2022-02-08,PIE,3526,11688
2022-02-08,PUG,6482,16000
2022-02-08,SAR,1484,9962
2022-02-08,SIC,8024,16834
2022-02-08,TOS,3480,12514
2022-02-08,UMB,1072,1991
2022-02-08,VDA,182,193
2022-02-08,VEN,3710,10227
2022-02-09,ABR,1654,4692
2022-02-09,BAS,249,1778
2022-02-09,CAL,3015,4786
2022-02-09,CAM,7861,15654
2022-02-09,EMR,3543,13268
2022-02-09,FVG,855,3422
2022-02-09,LAZ,5535,11553
2022-02-09,LIG,1812,5184
2022-02-09,LOM,7514,28509
2022-02-09,MAR,1454,3704
2022-02-09,MOL,173,1036
2022-02-09,PAB,314,743
2022-02-09,PAT,530,1426
2022-02-09,PIE,2965,10944
2022-02-09,PUG,4122,11878
2022-02-09,SAR,1281,6982
2022-02-09,SIC,7747,16558
2022-02-09,TOS,3933,13207
2022-02-09,UMB,965,1855
2022-02-09,VDA,88,325
2022-02-09,VEN,3002,9492
2022-02-10,ABR,1534,4112
2022-02-10,BAS,553,1516
2022-02-10,CAL,2859,3908
2022-02-10,CAM,6637,15484
2022-02-10,EMR,3349,13776
2022-02-10,FVG,848,3039
2022-02-10,LAZ,5271,10729
2022-02-10,LIG,1794,5601
2022-02-10,LOM,7158,28591
2022-02-10,MAR,1287,3331
2022-02-10,MOL,395,623
2022-02-10,PAB,547,1202
2022-02-10,PAT,668,1017
2022-02-10,PIE,3187,11317
2022-02-10,PUG,4717,12810
2022-02-10,SAR,1526,8249
2022-02-10,SIC,7427,14829
2022-02-10,TOS,3728,11931
2022-02-10,UMB,979,1802
2022-02-10,VDA,75,165
2022-02-10,VEN,3870,9832
2022-02-11,ABR,1378,3880
2022-02-11,BAS,330,1477
2022-02-11,CAL,3029,4559
2022-02-11,CAM,7568,15451
2022-02-11,EMR,3471,12562
2022-02-11,FVG,1002,3137
2022-02-11,LAZ,5605,10094
2022-02-11,LIG,1538,4711
2022-02-11,LOM,7729,30630
2022-02-11,MAR,1382,3368
2022-02-11,MOL,166,978
2022-02-11,PAB,762,1039
2022-02-11,PAT,737,1525
2022-02-11,PIE,3615,11244
2022-02-11,PUG,5166,12246
2022-02-11,SAR,1928,7018
2022-02-11,SIC,7969,14546
2022-02-11,TOS,3479,11348
2022-02-11,UMB,1071,1729
2022-02-11,VDA,145,242
2022-02-11,VEN,4067,11259
2022-02-12,ABR,1470,2433
2022-02-12,BAS,848,1842
2022-02-12,CAL,3685,4540
2022-02-12,CAM,8899,10463
2022-02-12,EMR,5046,14052
2022-02-12,FVG,1213,2648
2022-02-12,LAZ,7810,15616
2022-02-12,LIG,1062,3994
2022-02-12,LOM,11620,29393
2022-02-12,MAR,957,2280
2022-02-12,MOL,120,1198
2022-02-12,PAB,450,851
2022-02-12,PAT,747,823
2022-02-12,PIE,4854,9747
2022-02-12,PUG,3394,7210
2022-02-12,SAR,1921,4881
2022-02-12,SIC,6927,12404
2022-02-12,TOS,4676,10754
2022-02-12,UMB,811,1342
2022-02-12,VDA,119,329
2022-02-12,VEN,5145,15302
2022-02-13,ABR,808,1051
2022-02-13,BAS,969,328
2022-02-13,CAL,1331,1442
2022-02-13,CAM,3601,4745
2022-02-13,EMR,2928,6534
2022-02-13,FVG,1350,2039
2022-02-13,LAZ,5347,12368
2022-02-13,LIG,355,835
2022-02-13,LOM,8099,11297
2022-02-13,MAR,82,336
2022-02-13,MOL,527,30
2022-02-13,PAB,131,2
2022-02-13,PAT,80,357
2022-02-13,PIE,3916,5666
2022-02-13,PUG,665,897
2022-02-13,SAR,1327,1717
2022-02-13,SIC,3736,6230
2022-02-13,TOS,2950,6806
2022-02-13,UMB,302,343
2022-02-13,VDA,57,265
2022-02-13,VEN,2813,5536
2022-02-14,ABR,988,3262
2022-02-14,BAS,251,1496
2022-02-14,CAL,2270,3034
2022-02-14,CAM,6066,10714
2022-02-14,EMR,2402,8486
2022-02-14,FVG,871,1900
2022-02-14,LAZ,4871,8074
2022-02-14,LIG,1463,4435
2022-02-14,LOM,6802,22070
2022-02-14,MAR,1089,2337
2022-02-14,MOL,137,793
2022-02-14,PAB,456,928
2022-02-14,PAT,257,882
2022-02-14,PIE,2937,8003
2022-02-14,PUG,3217,8555
2022-02-14,SAR,1333,6228
2022-02-14,SIC,5845,9770
2022-02-14,TOS,2268,7294
2022-02-14,UMB,920,996
2022-02-14,VDA,84,274
2022-02-14,VEN,2082,7287
2022-02-15,ABR,991,2713
2022-02-15,BAS,322,1247
2022-02-15,CAL,2436,3050
2022-02-15,CAM,6094,9465
2022-02-15,EMR,2594,8585
2022-02-15,FVG,1420,2576
2022-02-15,LAZ,5080,14124
2022-02-15,LIG,1274,4685
2022-02-15,LOM,5951,22188
2022-02-15,MAR,970,2324
2022-02-15,MOL,171,597
2022-02-15,PAB,296,549
2022-02-15,PAT,287,1235
2022-02-15,PIE,3184,8535
2022-02-15,PUG,4390,9992
2022-02-15,SAR,1269,5919
2022-02-15,SIC,5979,10626
2022-02-15,TOS,2422,7047
2022-02-15,UMB,965,1144
2022-02-15,VDA,107,192
2022-02-15,VEN,2226,7273
2022-02-16,ABR,1285,2622
2022-02-16,BAS,332,1048
2022-02-16,CAL,2673,3505
2022-02-16,CAM,5839,8943
2022-02-16,EMR,2267,6737
2022-02-16,FVG,751,1922
2022-02-16,LAZ,3887,5324
2022-02-16,LIG,1328,3819
2022-02-16,LOM,6028,19039
2022-02-16,MAR,1048,2578
2022-02-16,MOL,159,752
2022-02-16,PAB,527,810
2022-02-16,PAT,406,963
2022-02-16,PIE,3022,8312
2022-02-16,PUG,2757,7476
2022-02-16,SAR,1143,4737
2022-02-16,SIC,5937,10546
2022-02-16,TOS,2900,8988
2022-02-16,UMB,880,1171
2022-02-16,VDA,59,170
2022-02-16,VEN,2348,7196
2022-02-17,ABR,1151,2445
2022-02-17,BAS,197,826
2022-02-17,CAL,1884,2638
2022-02-17,CAM,4687,7645
2022-02-17,EMR,2842,6556
2022-02-17,FVG,536,1404
2022-02-17,LAZ,3711,4949
2022-02-17,LIG,1234,3674
2022-02-17,LOM,5394,19378
2022-02-17,MAR,1044,2390
2022-02-17,MOL,179,465
2022-02-17,PAB,265,779
2022-02-17,PAT,363,1106
2022-02-17,PIE,2469,7358
2022-02-17,PUG,3722,7050
2022-02-17,SAR,1393,4955
2022-02-17,SIC,5713,9732
2022-02-17,TOS,2981,7932
2022-02-17,UMB,743,1044
2022-02-17,VDA,30,100
2022-02-17,VEN,2306,6064
2022-02-18,ABR,1088,2890
2022-02-18,BAS,312,1273
2022-02-18,CAL,2494,3490
2022-02-18,CAM,5286,8286
2022-02-18,EMR,2782,7435
2022-02-18,FVG,602,2380
2022-02-18,LAZ,4276,5126
2022-02-18,LIG,1163,3660
2022-02-18,LOM,5805,21327
2022-02-18,MAR,1093,2688
2022-02-18,MOL,172,738
2022-02-18,PAB,430,1280
2022-02-18,PAT,374,1268
2022-02-18,PIE,3601,8167
2022-02-18,PUG,3064,7339
2022-02-18,SAR,1476,5232
2022-02-18,SIC,6098,10824
2022-02-18,TOS,2712,9576
2022-02-18,UMB,768,1085
2022-02-18,VDA,113,216
2022-02-18,VEN,2839,8617
2022-02-19,ABR,922,1818
2022-02-19,BAS,744,1203
2022-02-19,CAL,2664,3078
2022-02-19,CAM,5942,6576
2022-02-19,EMR,3908,9099
2022-02-19,FVG,967,1923
2022-02-19,LAZ,6720,7311
2022-02-19,LIG,736,2642
2022-02-19,LOM,10129,22323
2022-02-19,MAR,815,1620
2022-02-19,MOL,143,650
2022-02-19,PAB,551,917
2022-02-19,PAT,198,455
2022-02-19,PIE,3250,6227
2022-02-19,PUG,1062,3478
2022-02-19,SAR,1259,2521
2022-02-19,SIC,4890,7948
2022-02-19,TOS,3646,7946
2022-02-19,UMB,649,1023
2022-02-19,VDA,22,256
2022-02-19,VEN,3189,11280
2022-02-20,ABR,89,453
2022-02-20,BAS,1157,346
2022-02-20,CAL,891,804
2022-02-20,CAM,1864,2295
2022-02-20,EMR,3027,3387
2022-02-20,FVG,639,690
2022-02-20,LAZ,4630,3875
2022-02-20,LIG,291,638
2022-02-20,LOM,6889,8946
2022-02-20,MAR,121,315
2022-02-20,MOL,232,2
2022-02-20,PAB,51,33
2022-02-20,PAT,78,334
2022-02-20,PIE,3374,3086
2022-02-20,PUG,121,309
2022-02-20,SAR,794,498
2022-02-20,SIC,2576,3873
2022-02-20,TOS,2443,5560
2022-02-20,UMB,144,204
2022-02-20,VDA,142,168
2022-02-20,VEN,1804,4526
2022-02-21,ABR,775,2610
