data_somministrazione,fascia_anagrafica,vaccinazioni,booster
2022-03-07,30-39,1787,10488
2022-03-07,40-49,1582,8801
2022-03-07,50-59,2159,7092
2022-03-07,60-69,1587,3875
2022-03-07,70-79,1070,1955
2022-03-07,80-89,607,934
2022-03-07,90+,197,305
2022-03-08,05-11,3961,0
2022-03-08,12-19,1686,7002
2022-03-08,20-29,1355,10297
2022-03-08,30-39,1544,9536
2022-03-08,40-49,1442,8358
2022-03-08,50-59,2095,6801
2022-03-08,60-69,1475,3657
2022-03-08,70-79,963,1943
2022-03-08,80-89,652,1026
2022-03-08,90+,169,352
2022-03-09,05-11,3467,0
2022-03-09,12-19,1437,6246
2022-03-09,20-29,1290,9482
2022-03-09,30-39,1437,8902
2022-03-09,40-49,1301,8098
2022-03-09,50-59,1755,6697
2022-03-09,60-69,1292,3787
2022-03-09,70-79,929,1990
2022-03-09,80-89,583,1028
2022-03-09,90+,219,326
2022-03-10,05-11,2854,0
2022-03-10,12-19,1586,7036
2022-03-10,20-29,1407,10536
2022-03-10,30-39,1503,10053
2022-03-10,40-49,1377,9137
2022-03-10,50-59,2041,7476
2022-03-10,60-69,1343,4176
2022-03-10,70-79,945,2243
2022-03-10,80-89,620,1156
2022-03-10,90+,222,411
2022-03-11,05-11,3640,0
2022-03-11,12-19,1763,8393
2022-03-11,20-29,1410,10846
2022-03-11,30-39,1662,11227
2022-03-11,40-49,1459,10171
2022-03-11,50-59,2178,8665
2022-03-11,60-69,1464,4337
2022-03-11,70-79,1046,2261
2022-03-11,80-89,628,1080
2022-03-11,90+,198,340
2022-03-12,05-11,6531,0
2022-03-12,12-19,1700,9730
2022-03-12,20-29,1106,10512
2022-03-12,30-39,1245,11133
2022-03-12,40-49,1135,10244
2022-03-12,50-59,1702,8646
2022-03-12,60-69,908,3823
2022-03-12,70-79,561,1579
2022-03-12,80-89,353,753
2022-03-12,90+,112,169
2022-03-13,05-11,2475,0
2022-03-13,12-19,617,3344
2022-03-13,20-29,402,2985
2022-03-13,30-39,439,3274
2022-03-13,40-49,414,2969
2022-03-13,50-59,562,2511
2022-03-13,60-69,280,1061
2022-03-13,70-79,178,419
2022-03-13,80-89,109,204
2022-03-13,90+,27,57
2022-03-14,05-11,1771,0
2022-03-14,12-19,1293,6819
2022-03-14,20-29,1163,9694
2022-03-14,30-39,1348,9332
2022-03-14,40-49,1107,7898
2022-03-14,50-59,1550,6641
2022-03-14,60-69,1048,3613
2022-03-14,70-79,669,1811
2022-03-14,80-89,385,774
2022-03-14,90+,110,209
2022-03-15,05-11,2114,0
2022-03-15,12-19,1284,6837
2022-03-15,20-29,1093,9299
2022-03-15,30-39,1267,9159
2022-03-15,40-49,1075,8120
2022-03-15,50-59,1519,6778
2022-03-15,60-69,956,3731
2022-03-15,70-79,634,1926
2022-03-15,80-89,366,835
2022-03-15,90+,135,278
2022-03-16,05-11,1922,0
2022-03-16,12-19,1119,5999
2022-03-16,20-29,962,8309
2022-03-16,30-39,1080,7872
2022-03-16,40-49,940,7167
2022-03-16,50-59,1240,6162
2022-03-16,60-69,902,3451
2022-03-16,70-79,674,1952
2022-03-16,80-89,411,848
2022-03-16,90+,149,274
2022-03-17,05-11,2058,0
2022-03-17,12-19,1112,6690
2022-03-17,20-29,1056,8808
2022-03-17,30-39,1087,8770
2022-03-17,40-49,986,7783
2022-03-17,50-59,1210,6482
2022-03-17,60-69,879,3468
2022-03-17,70-79,641,1785
2022-03-17,80-89,431,829
2022-03-17,90+,162,289
2022-03-18,05-11,2282,0
2022-03-18,12-19,1244,7645
2022-03-18,20-29,1045,8999
2022-03-18,30-39,1131,9428
2022-03-18,40-49,1073,8822
2022-03-18,50-59,1295,7398
2022-03-18,60-69,878,3748
2022-03-18,70-79,597,1849
2022-03-18,80-89,396,891
2022-03-18,90+,140,262
2022-03-19,05-11,3058,0
2022-03-19,12-19,1112,8474
2022-03-19,20-29,817,8246
2022-03-19,30-39,934,8977
2022-03-19,40-49,830,8700
2022-03-19,50-59,1002,7105
2022-03-19,60-69,596,2971
2022-03-19,70-79,349,1224
2022-03-19,80-89,259,591
2022-03-19,90+,81,169
2022-03-20,05-11,1068,0
2022-03-20,12-19,298,2406
2022-03-20,20-29,211,2144
2022-03-20,30-39,231,2262
2022-03-20,40-49,221,2094
2022-03-20,50-59,247,1566
2022-03-20,60-69,134,747
2022-03-20,70-79,90,287
2022-03-20,80-89,55,126
2022-03-20,90+,20,33
2022-03-21,05-11,999,0
2022-03-21,12-19,891,5851
2022-03-21,20-29,859,8043
2022-03-21,30-39,1020,7969
2022-03-21,40-49,951,7096
2022-03-21,50-59,1167,5999
2022-03-21,60-69,761,3085
2022-03-21,70-79,452,1455
2022-03-21,80-89,288,629
2022-03-21,90+,82,159
2022-03-22,05-11,1096,0
2022-03-22,12-19,826,5823
2022-03-22,20-29,971,7312
2022-03-22,30-39,1058,7371
2022-03-22,40-49,1056,6575
2022-03-22,50-59,1508,5418
2022-03-22,60-69,932,2899
2022-03-22,70-79,517,1447
2022-03-22,80-89,302,686
2022-03-22,90+,90,202
2022-03-23,05-11,993,0
2022-03-23,12-19,752,5173
2022-03-23,20-29,840,6371
2022-03-23,30-39,949,6464
2022-03-23,40-49,932,5625
2022-03-23,50-59,1099,4885
2022-03-23,60-69,712,2746
2022-03-23,70-79,444,1475
2022-03-23,80-89,275,713
2022-03-23,90+,116,212
2022-03-24,05-11,1115,0
2022-03-24,12-19,798,6126
2022-03-24,20-29,915,7170
2022-03-24,30-39,1074,7337
2022-03-24,40-49,1040,6604
2022-03-24,50-59,1306,5585
2022-03-24,60-69,902,3182
2022-03-24,70-79,555,1641
2022-03-24,80-89,308,843
2022-03-24,90+,111,242
2022-03-25,05-11,1359,0
2022-03-25,12-19,868,7020
2022-03-25,20-29,881,7695
2022-03-25,30-39,1081,8211
2022-03-25,40-49,979,7824
2022-03-25,50-59,1237,6673
2022-03-25,60-69,796,3335
2022-03-25,70-79,468,1759
2022-03-25,80-89,293,847
2022-03-25,90+,104,246
2022-03-26,05-11,1987,0
2022-03-26,12-19,851,7668
2022-03-26,20-29,787,7316
2022-03-26,30-39,946,7938
2022-03-26,40-49,924,7589
2022-03-26,50-59,1152,6426
2022-03-26,60-69,698,2756
2022-03-26,70-79,389,1234
2022-03-26,80-89,187,565
2022-03-26,90+,60,125
2022-03-27,05-11,654,0
2022-03-27,12-19,269,2017
2022-03-27,20-29,251,1640
2022-03-27,30-39,284,1834
2022-03-27,40-49,274,1724
2022-03-27,50-59,338,1374
2022-03-27,60-69,187,652
2022-03-27,70-79,84,281
2022-03-27,80-89,51,111
2022-03-27,90+,14,31
2022-03-28,05-11,679,0
2022-03-28,12-19,690,5607
2022-03-28,20-29,858,6638
2022-03-28,30-39,890,6752
2022-03-28,40-49,750,6170
2022-03-28,50-59,924,5022
2022-03-28,60-69,598,2830
2022-03-28,70-79,344,1377
2022-03-28,80-89,215,621
2022-03-28,90+,84,185
2022-03-29,05-11,779,0
2022-03-29,12-19,620,5050
2022-03-29,20-29,741,6342
2022-03-29,30-39,800,6310
2022-03-29,40-49,723,5516
2022-03-29,50-59,817,4604
2022-03-29,60-69,565,2517
2022-03-29,70-79,379,1334
2022-03-29,80-89,194,613
2022-03-29,90+,77,160
2022-03-30,05-11,840,0
2022-03-30,12-19,577,4831
2022-03-30,20-29,706,5690
2022-03-30,30-39,767,5741
2022-03-30,40-49,734,5029
2022-03-30,50-59,746,4326
2022-03-30,60-69,482,2406
2022-03-30,70-79,375,1291
2022-03-30,80-89,188,601
2022-03-30,90+,67,200
2022-03-31,05-11,851,0
2022-03-31,12-19,666,5017
2022-03-31,20-29,757,5924
2022-03-31,30-39,796,6296
2022-03-31,40-49,720,5652
2022-03-31,50-59,809,4901
2022-03-31,60-69,543,2567
2022-03-31,70-79,305,1331
2022-03-31,80-89,190,634
2022-03-31,90+,80,172
2022-04-01,05-11,660,0
2022-04-01,12-19,550,3904
2022-04-01,20-29,506,4454
2022-04-01,30-39,606,4900
2022-04-01,40-49,564,4466
2022-04-01,50-59,608,3796
2022-04-01,60-69,390,1914
2022-04-01,70-79,191,944
2022-04-01,80-89,141,420
2022-04-01,90+,40,111
2022-04-02,05-11,1169,0
2022-04-02,12-19,599,4042
2022-04-02,20-29,474,3793
2022-04-02,30-39,523,4397
2022-04-02,40-49,484,4323
2022-04-02,50-59,512,3788
2022-04-02,60-69,330,1567
2022-04-02,70-79,153,617
2022-04-02,80-89,108,285
2022-04-02,90+,21,61
2022-04-03,05-11,351,0
2022-04-03,12-19,136,897
2022-04-03,20-29,89,699
2022-04-03,30-39,123,801
2022-04-03,40-49,111,798
2022-04-03,50-59,85,698
2022-04-03,60-69,68,322
2022-04-03,70-79,35,132
2022-04-03,80-89,19,57
2022-04-03,90+,2,7
2022-04-04,05-11,358,0
2022-04-04,12-19,542,2992
2022-04-04,20-29,504,3817
2022-04-04,30-39,545,3872
2022-04-04,40-49,477,3552
2022-04-04,50-59,553,3200
2022-04-04,60-69,367,1688
2022-04-04,70-79,201,864
2022-04-04,80-89,123,322
2022-04-04,90+,24,72
