data_somministrazione,area,delta_T,cum_vaccinazioni,cum_booster
2021-12-26,MAR,180,678296,439919
2021-12-26,MAR,270,1050651,439919
2021-12-26,MOL,-1,237888,100100
2021-12-26,MOL,30,2623,53484
2021-12-26,MOL,90,12826,98859
2021-12-26,MOL,120,32022,100100
2021-12-26,MOL,180,134459,100100
2021-12-26,MOL,270,215641,100100
2021-12-26,PAB,-1,375169,171018
2021-12-26,PAB,30,11699,119717
2021-12-26,PAB,90,44376,170439
2021-12-26,PAB,120,67189,171018
2021-12-26,PAB,180,185044,171018
2021-12-26,PAB,270,335004,171018
2021-12-26,PAT,-1,418825,171560
2021-12-26,PAT,30,6605,130120
2021-12-26,PAT,90,40003,171045
2021-12-26,PAT,120,78469,171560
2021-12-26,PAT,180,219143,171560
2021-12-26,PAT,270,382521,171560
2021-12-26,PIE,-1,3307403,1300375
2021-12-26,PIE,30,47105,743604
2021-12-26,PIE,90,345613,1287194
2021-12-26,PIE,120,673640,1300375
2021-12-26,PIE,180,1938464,1300375
2021-12-26,PIE,270,2999241,1300375
2021-12-26,PUG,-1,3161224,1277411
2021-12-26,PUG,30,38341,942080
2021-12-26,PUG,90,239214,1272504
2021-12-26,PUG,120,544393,1277411
2021-12-26,PUG,180,1787851,1277411
2021-12-26,PUG,270,2953841,1277411
2021-12-26,SAR,-1,1229698,411075
2021-12-26,SAR,30,14461,279511
2021-12-26,SAR,90,105933,410745
2021-12-26,SAR,120,274037,411075
2021-12-26,SAR,180,749468,411075
2021-12-26,SAR,270,1161749,411075
2021-12-26,SIC,-1,3495048,965193
2021-12-26,SIC,30,60817,680912
2021-12-26,SIC,90,392343,964171
2021-12-26,SIC,120,778276,965193
2021-12-26,SIC,180,2021908,965193
2021-12-26,SIC,270,3253949,965193
2021-12-26,TOS,-1,2989610,1100175
2021-12-26,TOS,30,35474,653260
2021-12-26,TOS,90,356637,1093167
2021-12-26,TOS,120,753264,1100175
2021-12-26,TOS,180,1895819,1100175
2021-12-26,TOS,270,2783277,1100175
2021-12-26,UMB,-1,683305,265943
2021-12-26,UMB,30,7832,163258
2021-12-26,UMB,90,46966,263946
2021-12-26,UMB,120,120005,265943
2021-12-26,UMB,180,417790,265943
2021-12-26,UMB,270,640672,265943
2021-12-26,VDA,-1,90954,39863
2021-12-26,VDA,30,1204,26568
2021-12-26,VDA,90,8912,39859
2021-12-26,VDA,120,17554,39863
2021-12-26,VDA,180,50886,39863
2021-12-26,VDA,270,83161,39863
2021-12-26,VEN,-1,3747006,1519286
2021-12-26,VEN,30,51316,1108212
2021-12-26,VEN,90,312546,1513166
2021-12-26,VEN,120,761255,1519286
2021-12-26,VEN,180,2120989,1519286
2021-12-26,VEN,270,3473531,1519286
2021-12-27,ABR,-1,1005411,376210
2021-12-27,ABR,30,13280,241172
2021-12-27,ABR,90,74957,375492
2021-12-27,ABR,120,161696,376210
2021-12-27,ABR,180,590714,376210
2021-12-27,ABR,270,931699,376210
2021-12-27,BAS,-1,428414,150685
2021-12-27,BAS,30,4682,100887
2021-12-27,BAS,90,32061,150378
2021-12-27,BAS,120,92019,150685
2021-12-27,BAS,180,254472,150685
2021-12-27,BAS,270,391910,150685
2021-12-27,CAL,-1,1367560,445537
2021-12-27,CAL,30,27100,323204
2021-12-27,CAL,90,145403,445046
2021-12-27,CAL,120,257371,445537
2021-12-27,CAL,180,797058,445537
2021-12-27,CAL,270,1269510,445537
2021-12-27,CAM,-1,4235284,1533119
2021-12-27,CAM,30,74275,1007648
2021-12-27,CAM,90,379989,1528498
2021-12-27,CAM,120,681791,1533119
2021-12-27,CAM,180,2369861,1533119
2021-12-27,CAM,270,3967379,1533119
2021-12-27,EMR,-1,3535898,1360555
2021-12-27,EMR,30,36334,828810
2021-12-27,EMR,90,286111,1356284
2021-12-27,EMR,120,737968,1360555
2021-12-27,EMR,180,2041658,1360555
2021-12-27,EMR,270,3223839,1360555
2021-12-27,FVG,-1,926759,344955
2021-12-27,FVG,30,10934,244924
2021-12-27,FVG,90,85767,343746
2021-12-27,FVG,120,160662,344955
2021-12-27,FVG,180,487012,344955
2021-12-27,FVG,270,841863,344955
2021-12-27,LAZ,-1,4595605,1884925
2021-12-27,LAZ,30,72700,1258440
2021-12-27,LAZ,90,340832,1875860
2021-12-27,LAZ,120,640958,1884925
2021-12-27,LAZ,180,2446507,1884925
2021-12-27,LAZ,270,4258565,1884925
2021-12-27,LIG,-1,1187626,435992
2021-12-27,LIG,30,22195,279770
2021-12-27,LIG,90,114227,435620
2021-12-27,LIG,120,221249,435992
2021-12-27,LIG,180,660822,435992
2021-12-27,LIG,270,1080704,435992
2021-12-27,LOM,-1,8087579,3271565
2021-12-27,LOM,30,70081,2245780
2021-12-27,LOM,90,545737,3258683
2021-12-27,LOM,120,1406614,3271565
2021-12-27,LOM,180,4849648,3271565
2021-12-27,LOM,270,7523044,3271565
2021-12-27,MAR,-1,1152863,452326
2021-12-27,MAR,30,15479,299866
2021-12-27,MAR,90,96251,449930
2021-12-27,MAR,120,205022,452326
2021-12-27,MAR,180,670048,452326
2021-12-27,MAR,270,1048177,452326
2021-12-27,MOL,-1,238159,102896
2021-12-27,MOL,30,2762,54731
2021-12-27,MOL,90,12787,101423
2021-12-27,MOL,120,30971,102896
2021-12-27,MOL,180,132576,102896
2021-12-27,MOL,270,215148,102896
2021-12-27,PAB,-1,375444,172556
2021-12-27,PAB,30,11485,116506
2021-12-27,PAB,90,44418,171421
2021-12-27,PAB,120,66925,172556
2021-12-27,PAB,180,182635,172556
2021-12-27,PAB,270,335019,172556
2021-12-27,PAT,-1,419882,175924
2021-12-27,PAT,30,7556,132380
2021-12-27,PAT,90,40049,174868
2021-12-27,PAT,120,79216,175924
2021-12-27,PAT,180,215931,175924
2021-12-27,PAT,270,382367,175924
2021-12-27,PIE,-1,3311363,1327406
2021-12-27,PIE,30,48756,754025
2021-12-27,PIE,90,339703,1312002
2021-12-27,PIE,120,667393,1327406
2021-12-27,PIE,180,1919307,1327406
2021-12-27,PIE,270,2994680,1327406
2021-12-27,PUG,-1,3163784,1320447
2021-12-27,PUG,30,40410,962061
2021-12-27,PUG,90,231212,1314699
2021-12-27,PUG,120,546083,1320447
2021-12-27,PUG,180,1761030,1320447
2021-12-27,PUG,270,2949742,1320447
2021-12-27,SAR,-1,1230447,423183
2021-12-27,SAR,30,14957,286677
2021-12-27,SAR,90,101426,422613
2021-12-27,SAR,120,274673,423183
2021-12-27,SAR,180,737189,423183
2021-12-27,SAR,270,1159295,423183
2021-12-27,SIC,-1,3498178,1002822
2021-12-27,SIC,30,61810,699172
2021-12-27,SIC,90,385376,1001487
2021-12-27,SIC,120,771607,1002822
2021-12-27,SIC,180,2003733,1002822
2021-12-27,SIC,270,3252268,1002822
2021-12-27,TOS,-1,2991463,1124625
2021-12-27,TOS,30,36273,662837
2021-12-27,TOS,90,345589,1116596
2021-12-27,TOS,120,745650,1124625
2021-12-27,TOS,180,1867530,1124625
2021-12-27,TOS,270,2774177,1124625
2021-12-27,UMB,-1,683934,272788
2021-12-27,UMB,30,8121,165502
2021-12-27,UMB,90,46412,270498
2021-12-27,UMB,120,119365,272788
2021-12-27,UMB,180,411471,272788
2021-12-27,UMB,270,639118,272788
2021-12-27,VDA,-1,90969,40872
2021-12-27,VDA,30,1219,27293
2021-12-27,VDA,90,8744,40868
2021-12-27,VDA,120,17366,40872
2021-12-27,VDA,180,50195,40872
2021-12-27,VDA,270,83157,40872
2021-12-27,VEN,-1,3752629,1562469
2021-12-27,VEN,30,55448,1127660
2021-12-27,VEN,90,311127,1555574
2021-12-27,VEN,120,757904,1562469
2021-12-27,VEN,180,2098407,1562469
2021-12-27,VEN,270,3471921,1562469
2021-12-28,ABR,-1,1006285,388029
2021-12-28,ABR,30,14086,251478
2021-12-28,ABR,90,74087,387198
2021-12-28,ABR,120,157079,388029
2021-12-28,ABR,180,584519,388029
2021-12-28,ABR,270,930991,388029
2021-12-28,BAS,-1,428641,156200
2021-12-28,BAS,30,4890,105840
2021-12-28,BAS,90,31184,155863
2021-12-28,BAS,120,90567,156200
2021-12-28,BAS,180,253536,156200
2021-12-28,BAS,270,391507,156200
2021-12-28,CAL,-1,1368998,463505
2021-12-28,CAL,30,28215,338890
2021-12-28,CAL,90,142999,462929
2021-12-28,CAL,120,252546,463505
2021-12-28,CAL,180,791499,463505
2021-12-28,CAL,270,1266947,463505
2021-12-28,CAM,-1,4239401,1592008
2021-12-28,CAM,30,77204,1050585
2021-12-28,CAM,90,375639,1586676
2021-12-28,CAM,120,666372,1592008
2021-12-28,CAM,180,2331908,1592008
2021-12-28,CAM,270,3968696,1592008
2021-12-28,EMR,-1,3537949,1399126
2021-12-28,EMR,30,37822,858506
2021-12-28,EMR,90,280756,1394187
2021-12-28,EMR,120,720436,1399126
2021-12-28,EMR,180,2023612,1399126
2021-12-28,EMR,270,3221008,1399126
2021-12-28,FVG,-1,927407,355810
2021-12-28,FVG,30,11289,252457
2021-12-28,FVG,90,83978,354211
2021-12-28,FVG,120,156388,355810
2021-12-28,FVG,180,477744,355810
2021-12-28,FVG,270,840498,355810
2021-12-28,LAZ,-1,4599787,1935909
2021-12-28,LAZ,30,75223,1286816
2021-12-28,LAZ,90,337970,1925891
2021-12-28,LAZ,120,623706,1935909
2021-12-28,LAZ,180,2406117,1935909
2021-12-28,LAZ,270,4254839,1935909
2021-12-28,LIG,-1,1189466,449532
2021-12-28,LIG,30,23940,291573
2021-12-28,LIG,90,113578,448965
2021-12-28,LIG,120,215704,449532
2021-12-28,LIG,180,656289,449532
2021-12-28,LIG,270,1079958,449532
2021-12-28,LOM,-1,8091662,3371586
2021-12-28,LOM,30,73372,2332202
2021-12-28,LOM,90,532094,3357658
2021-12-28,LOM,120,1382216,3371586
2021-12-28,LOM,180,4801491,3371586
2021-12-28,LOM,270,7511963,3371586
2021-12-28,MAR,-1,1153922,467193
2021-12-28,MAR,30,16195,312431
2021-12-28,MAR,90,95551,464439
2021-12-28,MAR,120,202664,467193
2021-12-28,MAR,180,661013,467193
2021-12-28,MAR,270,1048391,467193
2021-12-28,MOL,-1,238299,105523
2021-12-28,MOL,30,2900,57256
2021-12-28,MOL,90,12711,103943
2021-12-28,MOL,120,29630,105523
2021-12-28,MOL,180,130295,105523
2021-12-28,MOL,270,214463,105523
2021-12-28,PAB,-1,375918,174385
2021-12-28,PAB,30,11892,115156
2021-12-28,PAB,90,43953,172968
2021-12-28,PAB,120,66021,174385
2021-12-28,PAB,180,179775,174385
2021-12-28,PAB,270,333991,174385
2021-12-28,PAT,-1,420407,179512
2021-12-28,PAT,30,8049,135030
2021-12-28,PAT,90,39947,177975
2021-12-28,PAT,120,76999,179512
2021-12-28,PAT,180,212836,179512
2021-12-28,PAT,270,382029,179512
2021-12-28,PIE,-1,3314945,1358919
2021-12-28,PIE,30,51468,772671
2021-12-28,PIE,90,333138,1341146
2021-12-28,PIE,120,657049,1358919
2021-12-28,PIE,180,1900290,1358919
2021-12-28,PIE,270,2989372,1358919
2021-12-28,PUG,-1,3167050,1370263
2021-12-28,PUG,30,43597,1005884
2021-12-28,PUG,90,226991,1363951
2021-12-28,PUG,120,531948,1370263
2021-12-28,PUG,180,1726933,1370263
2021-12-28,PUG,270,2948285,1370263
2021-12-28,SAR,-1,1231448,438458
2021-12-28,SAR,30,15895,300803
2021-12-28,SAR,90,96454,437724
2021-12-28,SAR,120,271834,438458
2021-12-28,SAR,180,726184,438458
2021-12-28,SAR,270,1157291,438458
2021-12-28,SIC,-1,3500927,1044686
2021-12-28,SIC,30,63325,729914
2021-12-28,SIC,90,378132,1043035
2021-12-28,SIC,120,756298,1044686
2021-12-28,SIC,180,1986104,1044686
2021-12-28,SIC,270,3250153,1044686
2021-12-28,TOS,-1,2993098,1153106
2021-12-28,TOS,30,37059,681387
2021-12-28,TOS,90,332762,1143873
2021-12-28,TOS,120,735060,1153106
2021-12-28,TOS,180,1847416,1153106
2021-12-28,TOS,270,2767479,1153106
2021-12-28,UMB,-1,684467,281023
2021-12-28,UMB,30,8610,173216
2021-12-28,UMB,90,45729,278278
2021-12-28,UMB,120,119419,281023
2021-12-28,UMB,180,405148,281023
2021-12-28,UMB,270,638838,281023
2021-12-28,VDA,-1,91101,41726
2021-12-28,VDA,30,1351,27858
2021-12-28,VDA,90,8515,41721
2021-12-28,VDA,120,17061,41726
2021-12-28,VDA,180,49691,41726
2021-12-28,VDA,270,83052,41726
2021-12-28,VEN,-1,3756384,1607822
2021-12-28,VEN,30,58091,1155078
2021-12-28,VEN,90,308460,1599668
2021-12-28,VEN,120,742538,1607822
2021-12-28,VEN,180,2071531,1607822
2021-12-28,VEN,270,3468672,1607822
2021-12-29,ABR,-1,1007077,401323
2021-12-29,ABR,30,14417,256341
2021-12-29,ABR,90,72445,400418
2021-12-29,ABR,120,153142,401323
2021-12-29,ABR,180,578279,401323
2021-12-29,ABR,270,930106,401323
2021-12-29,BAS,-1,428829,160573
2021-12-29,BAS,30,4867,106455
2021-12-29,BAS,90,30255,160182
2021-12-29,BAS,120,89323,160573
2021-12-29,BAS,180,252514,160573
2021-12-29,BAS,270,391341,160573
2021-12-29,CAL,-1,1370204,483817
2021-12-29,CAL,30,28280,349098
2021-12-29,CAL,90,141301,483157
2021-12-29,CAL,120,249568,483817
2021-12-29,CAL,180,782575,483817
2021-12-29,CAL,270,1263200,483817
2021-12-29,CAM,-1,4242502,1646978
2021-12-29,CAM,30,77643,1074456
2021-12-29,CAM,90,370166,1637584
2021-12-29,CAM,120,652346,1646978
2021-12-29,CAM,180,2293255,1646978
2021-12-29,CAM,270,3968961,1646978
2021-12-29,EMR,-1,3539641,1438122
2021-12-29,EMR,30,37930,874521
2021-12-29,EMR,90,274683,1432330
2021-12-29,EMR,120,702211,1438122
2021-12-29,EMR,180,2002736,1438122
2021-12-29,EMR,270,3218635,1438122
2021-12-29,FVG,-1,928119,367435
2021-12-29,FVG,30,11781,258909
2021-12-29,FVG,90,82011,365715
2021-12-29,FVG,120,150853,367435
2021-12-29,FVG,180,469238,367435
2021-12-29,FVG,270,839786,367435
2021-12-29,LAZ,-1,4603090,1985612
2021-12-29,LAZ,30,76826,1309411
2021-12-29,LAZ,90,334147,1974104
2021-12-29,LAZ,120,606432,1985612
2021-12-29,LAZ,180,2364688,1985612
2021-12-29,LAZ,270,4251092,1985612
2021-12-29,LIG,-1,1190349,462375
2021-12-29,LIG,30,24004,295009
2021-12-29,LIG,90,111860,461523
2021-12-29,LIG,120,209601,462375
2021-12-29,LIG,180,650443,462375
2021-12-29,LIG,270,1079858,462375
2021-12-29,LOM,-1,8094726,3470965
2021-12-29,LOM,30,73519,2375191
2021-12-29,LOM,90,519247,3456151
2021-12-29,LOM,120,1358800,3470965
2021-12-29,LOM,180,4749081,3470965
2021-12-29,LOM,270,7504549,3470965
2021-12-29,MAR,-1,1154942,480540
2021-12-29,MAR,30,16576,317448
2021-12-29,MAR,90,94219,477434
2021-12-29,MAR,120,200779,480540
2021-12-29,MAR,180,652082,480540
2021-12-29,MAR,270,1048583,480540
2021-12-29,MOL,-1,238433,108270
2021-12-29,MOL,30,2936,57947
2021-12-29,MOL,90,12471,106585
2021-12-29,MOL,120,28325,108270
2021-12-29,MOL,180,127822,108270
2021-12-29,MOL,270,214517,108270
2021-12-29,PAB,-1,376450,176663
2021-12-29,PAB,30,12107,114823
2021-12-29,PAB,90,43942,174994
2021-12-29,PAB,120,65210,176663
2021-12-29,PAB,180,177967,176663
2021-12-29,PAB,270,333710,176663
2021-12-29,PAT,-1,421520,184016
2021-12-29,PAT,30,8979,136723
2021-12-29,PAT,90,40233,182020
2021-12-29,PAT,120,74923,184016
2021-12-29,PAT,180,210038,184016
2021-12-29,PAT,270,382888,184016
2021-12-29,PIE,-1,3317445,1390265
2021-12-29,PIE,30,52550,782901
2021-12-29,PIE,90,325781,1370743
2021-12-29,PIE,120,647143,1390265
2021-12-29,PIE,180,1876035,1390265
2021-12-29,PIE,270,2982907,1390265
2021-12-29,PUG,-1,3169092,1415412
2021-12-29,PUG,30,44089,1019381
2021-12-29,PUG,90,220048,1408545
2021-12-29,PUG,120,517173,1415412
2021-12-29,PUG,180,1698628,1415412
2021-12-29,PUG,270,2946525,1415412
2021-12-29,SAR,-1,1232012,452971
2021-12-29,SAR,30,15944,306378
2021-12-29,SAR,90,91796,451893
2021-12-29,SAR,120,268009,452971
2021-12-29,SAR,180,712506,452971
2021-12-29,SAR,270,1155786,452971
2021-12-29,SIC,-1,3503174,1085043
2021-12-29,SIC,30,63056,749482
2021-12-29,SIC,90,371629,1083020
2021-12-29,SIC,120,740734,1085043
2021-12-29,SIC,180,1967557,1085043
2021-12-29,SIC,270,3249405,1085043
2021-12-29,TOS,-1,2994721,1188557
2021-12-29,TOS,30,37649,698584
2021-12-29,TOS,90,321159,1178213
2021-12-29,TOS,120,726799,1188557
2021-12-29,TOS,180,1831188,1188557
2021-12-29,TOS,270,2767781,1188557
2021-12-29,UMB,-1,684981,289443
2021-12-29,UMB,30,8871,177423
2021-12-29,UMB,90,45271,286264
2021-12-29,UMB,120,116979,289443
2021-12-29,UMB,180,399573,289443
2021-12-29,UMB,270,638266,289443
2021-12-29,VDA,-1,91113,42967
2021-12-29,VDA,30,1336,28191
2021-12-29,VDA,90,8507,42962
2021-12-29,VDA,120,16532,42967
2021-12-29,VDA,180,49131,42967
2021-12-29,VDA,270,83042,42967
2021-12-29,VEN,-1,3759296,1651880
2021-12-29,VEN,30,59579,1169911
2021-12-29,VEN,90,303833,1642542
2021-12-29,VEN,120,732520,1651880
2021-12-29,VEN,180,2040893,1651880
2021-12-29,VEN,270,3463438,1651880
2021-12-30,ABR,-1,1007573,412279
2021-12-30,ABR,30,14383,257007
2021-12-30,ABR,90,71701,411259
2021-12-30,ABR,120,148324,412279
2021-12-30,ABR,180,572062,412279
2021-12-30,ABR,270,930434,412279
2021-12-30,BAS,-1,429062,165781
2021-12-30,BAS,30,4915,107760
2021-12-30,BAS,90,29639,165371
2021-12-30,BAS,120,87339,165781
2021-12-30,BAS,180,251544,165781
2021-12-30,BAS,270,391149,165781
2021-12-30,CAL,-1,1371146,499894
2021-12-30,CAL,30,28248,355868
2021-12-30,CAL,90,138058,499149
2021-12-30,CAL,120,244833,499894
2021-12-30,CAL,180,773538,499894
2021-12-30,CAL,270,1263703,499894
2021-12-30,CAM,-1,4245069,1689139
2021-12-30,CAM,30,77598,1080437
2021-12-30,CAM,90,364159,1675555
2021-12-30,CAM,120,637704,1689139
2021-12-30,CAM,180,2236544,1689139
2021-12-30,CAM,270,3970268,1689139
2021-12-30,EMR,-1,3541238,1476556
2021-12-30,EMR,30,38134,887536
2021-12-30,EMR,90,269428,1469877
2021-12-30,EMR,120,688162,1476556
2021-12-30,EMR,180,1983254,1476556
2021-12-30,EMR,270,3217863,1476556
2021-12-30,FVG,-1,928861,377095
2021-12-30,FVG,30,11980,262454
2021-12-30,FVG,90,81023,375291
2021-12-30,FVG,120,145091,377095
2021-12-30,FVG,180,459447,377095
2021-12-30,FVG,270,840524,377095
2021-12-30,LAZ,-1,4606185,2034244
2021-12-30,LAZ,30,78101,1326831
2021-12-30,LAZ,90,331354,2018204
2021-12-30,LAZ,120,590376,2034244
2021-12-30,LAZ,180,2317372,2034244
2021-12-30,LAZ,270,4248741,2034244
2021-12-30,LIG,-1,1191352,473270
2021-12-30,LIG,30,24239,294628
2021-12-30,LIG,90,110534,472143
2021-12-30,LIG,120,204744,473270
2021-12-30,LIG,180,648006,473270
2021-12-30,LIG,270,1080605,473270
2021-12-30,LOM,-1,8097647,3568456
2021-12-30,LOM,30,73458,2413126
2021-12-30,LOM,90,508607,3552588
2021-12-30,LOM,120,1331723,3568456
2021-12-30,LOM,180,4693718,3568456
2021-12-30,LOM,270,7503542,3568456
2021-12-30,MAR,-1,1155729,492718
2021-12-30,MAR,30,16814,319677
2021-12-30,MAR,90,92290,489261
2021-12-30,MAR,120,197329,492718
2021-12-30,MAR,180,643102,492718
2021-12-30,MAR,270,1048156,492718
2021-12-30,MOL,-1,238588,110822
2021-12-30,MOL,30,2987,58954
2021-12-30,MOL,90,12227,108501
2021-12-30,MOL,120,27021,110822
2021-12-30,MOL,180,125773,110822
2021-12-30,MOL,270,214645,110822
2021-12-30,PAB,-1,377541,179236
2021-12-30,PAB,30,13035,114422
2021-12-30,PAB,90,44115,177094
2021-12-30,PAB,120,65793,179236
2021-12-30,PAB,180,174380,179236
2021-12-30,PAB,270,334801,179236
2021-12-30,PAT,-1,421775,187614
2021-12-30,PAT,30,8949,136913
2021-12-30,PAT,90,39908,185406
2021-12-30,PAT,120,72048,187614
2021-12-30,PAT,180,209093,187614
2021-12-30,PAT,270,383143,187614
2021-12-30,PIE,-1,3319707,1418441
2021-12-30,PIE,30,53287,788222
2021-12-30,PIE,90,320723,1396809
2021-12-30,PIE,120,637225,1418441
2021-12-30,PIE,180,1853249,1418441
2021-12-30,PIE,270,2982260,1418441
2021-12-30,PUG,-1,3170931,1454009
2021-12-30,PUG,30,43799,1018543
2021-12-30,PUG,90,215606,1446601
2021-12-30,PUG,120,503793,1454009
2021-12-30,PUG,180,1680476,1454009
2021-12-30,PUG,270,2948253,1454009
2021-12-30,SAR,-1,1232812,467367
2021-12-30,SAR,30,16188,310045
2021-12-30,SAR,90,88256,466103
2021-12-30,SAR,120,263643,467367
2021-12-30,SAR,180,700633,467367
2021-12-30,SAR,270,1156584,467367
2021-12-30,SIC,-1,3505306,1120835
2021-12-30,SIC,30,63070,763195
2021-12-30,SIC,90,364318,1118462
2021-12-30,SIC,120,728446,1120835
2021-12-30,SIC,180,1944753,1120835
2021-12-30,SIC,270,3250182,1120835
2021-12-30,TOS,-1,2996562,1220750
2021-12-30,TOS,30,38355,709117
2021-12-30,TOS,90,312741,1209800
2021-12-30,TOS,120,718327,1220750
2021-12-30,TOS,180,1815384,1220750
2021-12-30,TOS,270,2769186,1220750
2021-12-30,UMB,-1,685386,298300
2021-12-30,UMB,30,8997,181771
2021-12-30,UMB,90,44500,294612
2021-12-30,UMB,120,113869,298300
2021-12-30,UMB,180,396240,298300
2021-12-30,UMB,270,638636,298300
2021-12-30,VDA,-1,91123,43847
2021-12-30,VDA,30,1259,28599
2021-12-30,VDA,90,8343,43840
2021-12-30,VDA,120,15924,43847
2021-12-30,VDA,180,48594,43847
2021-12-30,VDA,270,83045,43847
2021-12-30,VEN,-1,3762028,1690674
2021-12-30,VEN,30,60683,1177143
2021-12-30,VEN,90,300819,1679539
2021-12-30,VEN,120,721611,1690674
2021-12-30,VEN,180,2015772,1690674
2021-12-30,VEN,270,3464887,1690674
2021-12-31,ABR,-1,1007732,415670
2021-12-31,ABR,30,14059,249920
2021-12-31,ABR,90,71011,414632
2021-12-31,ABR,120,144219,415670
2021-12-31,ABR,180,567165,415670
2021-12-31,ABR,270,929638,415670
2021-12-31,BAS,-1,429185,169174
2021-12-31,BAS,30,4886,107753
2021-12-31,BAS,90,28706,168753
2021-12-31,BAS,120,85283,169174
2021-12-31,BAS,180,250719,169174
2021-12-31,BAS,270,390952,169174
2021-12-31,CAL,-1,1371492,508040
2021-12-31,CAL,30,27544,351360
2021-12-31,CAL,90,136234,507226
2021-12-31,CAL,120,240758,508040
2021-12-31,CAL,180,769878,508040
2021-12-31,CAL,270,1263078,508040
2021-12-31,CAM,-1,4246053,1705125
2021-12-31,CAM,30,76517,1064113
2021-12-31,CAM,90,359097,1688937
2021-12-31,CAM,120,623158,1705125
2021-12-31,CAM,180,2194814,1705125
2021-12-31,CAM,270,3968516,1705125
2021-12-31,EMR,-1,3542303,1500876
2021-12-31,EMR,30,38140,887290
2021-12-31,EMR,90,263978,1493288
2021-12-31,EMR,120,670485,1500876
2021-12-31,EMR,180,1970007,1500876
2021-12-31,EMR,270,3215838,1500876
2021-12-31,FVG,-1,929191,382189
2021-12-31,FVG,30,12019,260611
2021-12-31,FVG,90,80624,380320
2021-12-31,FVG,120,140321,382189
2021-12-31,FVG,180,453095,382189
2021-12-31,FVG,270,840759,382189
2021-12-31,LAZ,-1,4607886,2063562
2021-12-31,LAZ,30,78018,1305364
2021-12-31,LAZ,90,324887,2044326
2021-12-31,LAZ,120,572738,2063562
2021-12-31,LAZ,180,2275042,2063562
2021-12-31,LAZ,270,4243999,2063562
2021-12-31,LIG,-1,1191836,481016
2021-12-31,LIG,30,24021,291828
2021-12-31,LIG,90,109911,479617
2021-12-31,LIG,120,199539,481016
2021-12-31,LIG,180,647393,481016
2021-12-31,LIG,270,1079415,481016
2021-12-31,LOM,-1,8099073,3624189
2021-12-31,LOM,30,71850,2406987
2021-12-31,LOM,90,495666,3607607
2021-12-31,LOM,120,1302135,3624189
2021-12-31,LOM,180,4648059,3624189
2021-12-31,LOM,270,7496701,3624189
2021-12-31,MAR,-1,1155865,497028
2021-12-31,MAR,30,16402,312915
2021-12-31,MAR,90,91091,493418
2021-12-31,MAR,120,193150,497028
2021-12-31,MAR,180,635501,497028
2021-12-31,MAR,270,1046949,497028
2021-12-31,MOL,-1,238661,112813
2021-12-31,MOL,30,2954,58783
2021-12-31,MOL,90,12036,109796
2021-12-31,MOL,120,25866,112813
2021-12-31,MOL,180,124264,112813
2021-12-31,MOL,270,214618,112813
2021-12-31,PAB,-1,377577,179777
2021-12-31,PAB,30,12732,111407
2021-12-31,PAB,90,43360,177609
2021-12-31,PAB,120,65306,179777
2021-12-31,PAB,180,170130,179777
2021-12-31,PAB,270,334551,179777
2021-12-31,PAT,-1,421878,188622
2021-12-31,PAT,30,8899,135191
2021-12-31,PAT,90,39517,186360
2021-12-31,PAT,120,69728,188622
2021-12-31,PAT,180,209033,188622
2021-12-31,PAT,270,383239,188622
2021-12-31,PIE,-1,3320950,1435418
2021-12-31,PIE,30,53119,779463
2021-12-31,PIE,90,313122,1412534
2021-12-31,PIE,120,627534,1435418
2021-12-31,PIE,180,1831712,1435418
2021-12-31,PIE,270,2980656,1435418
2021-12-31,PUG,-1,3171255,1464846
2021-12-31,PUG,30,42614,990328
2021-12-31,PUG,90,215049,1457267
2021-12-31,PUG,120,488026,1464846
2021-12-31,PUG,180,1668709,1464846
2021-12-31,PUG,270,2947854,1464846
2021-12-31,SAR,-1,1233086,472162
2021-12-31,SAR,30,15962,304700
2021-12-31,SAR,90,87407,470840
2021-12-31,SAR,120,257760,472162
2021-12-31,SAR,180,694675,472162
2021-12-31,SAR,270,1156806,472162
2021-12-31,SIC,-1,3506266,1137048
2021-12-31,SIC,30,61883,754112
2021-12-31,SIC,90,356617,1134227
2021-12-31,SIC,120,716221,1137048
2021-12-31,SIC,180,1926720,1137048
2021-12-31,SIC,270,3249630,1137048
2021-12-31,TOS,-1,2997535,1231522
2021-12-31,TOS,30,37966,691349
2021-12-31,TOS,90,303741,1220339
2021-12-31,TOS,120,711731,1231522
2021-12-31,TOS,180,1793971,1231522
2021-12-31,TOS,270,2769245,1231522
2021-12-31,UMB,-1,685611,301718
2021-12-31,UMB,30,8951,180352
2021-12-31,UMB,90,43611,296943
2021-12-31,UMB,120,110641,301718
2021-12-31,UMB,180,395379,301718
2021-12-31,UMB,270,636739,301718
2021-12-31,VDA,-1,91193,44082
2021-12-31,VDA,30,1316,28073
2021-12-31,VDA,90,8192,44075
2021-12-31,VDA,120,15562,44082
2021-12-31,VDA,180,47818,44082
2021-12-31,VDA,270,83103,44082
2021-12-31,VEN,-1,3763266,1713460
2021-12-31,VEN,30,60144,1155474
2021-12-31,VEN,90,298627,1700382
2021-12-31,VEN,120,705964,1713460
2021-12-31,VEN,180,1997955,1713460
2021-12-31,VEN,270,3460359,1713460
2022-01-01,ABR,-1,1007732,415716
2022-01-01,ABR,30,13467,240051
2022-01-01,ABR,90,70816,414678
2022-01-01,ABR,120,140104,415716
