data_somministrazione,fascia_anagrafica,delta_T,cum_vaccinazioni,cum_booster
2021-05-14,60-69,180,1129622,0
2021-05-14,60-69,270,1129622,0
2021-05-14,70-79,-1,1364696,0
2021-05-14,70-79,30,1140596,0
2021-05-14,70-79,90,1316107,0
2021-05-14,70-79,120,1364547,0
2021-05-14,70-79,180,1364696,0
2021-05-14,70-79,270,1364696,0
2021-05-14,80-89,-1,2961342,0
2021-05-14,80-89,30,1310176,0
2021-05-14,80-89,90,2891855,0
2021-05-14,80-89,120,2960990,0
2021-05-14,80-89,180,2961342,0
2021-05-14,80-89,270,2961342,0
2021-05-14,90+,-1,645327,0
2021-05-14,90+,30,229315,0
2021-05-14,90+,90,591327,0
2021-05-14,90+,120,645017,0
2021-05-14,90+,180,645327,0
2021-05-14,90+,270,645327,0
2021-05-15,05-11,-1,0,0
2021-05-15,05-11,30,0,0
2021-05-15,05-11,90,0,0
2021-05-15,05-11,120,0,0
2021-05-15,05-11,180,0,0
2021-05-15,05-11,270,0,0
2021-05-15,12-19,-1,20019,0
2021-05-15,12-19,30,14049,0
2021-05-15,12-19,90,18678,0
2021-05-15,12-19,120,20014,0
2021-05-15,12-19,180,20019,0
2021-05-15,12-19,270,20019,0
2021-05-15,20-29,-1,393597,0
2021-05-15,20-29,30,121532,0
2021-05-15,20-29,90,257732,0
2021-05-15,20-29,120,393116,0
2021-05-15,20-29,180,393597,0
2021-05-15,20-29,270,393597,0
2021-05-15,30-39,-1,545109,0
2021-05-15,30-39,30,176215,0
2021-05-15,30-39,90,338893,0
2021-05-15,30-39,120,544448,0
2021-05-15,30-39,180,545109,0
2021-05-15,30-39,270,545109,0
2021-05-15,40-49,-1,766601,0
2021-05-15,40-49,30,302823,0
2021-05-15,40-49,90,508779,0
2021-05-15,40-49,120,765981,0
2021-05-15,40-49,180,766601,0
2021-05-15,40-49,270,766601,0
2021-05-15,50-59,-1,1096499,0
2021-05-15,50-59,30,488941,0
2021-05-15,50-59,90,749672,0
2021-05-15,50-59,120,1095742,0
2021-05-15,50-59,180,1096499,0
2021-05-15,50-59,270,1096499,0
2021-05-15,60-69,-1,1178640,0
2021-05-15,60-69,30,751732,0
2021-05-15,60-69,90,963406,0
2021-05-15,60-69,120,1178260,0
2021-05-15,60-69,180,1178640,0
2021-05-15,60-69,270,1178640,0
2021-05-15,70-79,-1,1426041,0
2021-05-15,70-79,30,1185447,0
2021-05-15,70-79,90,1377191,0
2021-05-15,70-79,120,1425882,0
2021-05-15,70-79,180,1426041,0
2021-05-15,70-79,270,1426041,0
2021-05-15,80-89,-1,2980317,0
2021-05-15,80-89,30,1277166,0
2021-05-15,80-89,90,2910554,0
2021-05-15,80-89,120,2979926,0
2021-05-15,80-89,180,2980317,0
2021-05-15,80-89,270,2980317,0
2021-05-15,90+,-1,651382,0
2021-05-15,90+,30,226391,0
2021-05-15,90+,90,597215,0
2021-05-15,90+,120,651042,0
2021-05-15,90+,180,651382,0
2021-05-15,90+,270,651382,0
2021-05-16,05-11,-1,0,0
2021-05-16,05-11,30,0,0
2021-05-16,05-11,90,0,0
2021-05-16,05-11,120,0,0
2021-05-16,05-11,180,0,0
2021-05-16,05-11,270,0,0
2021-05-16,12-19,-1,20645,0
2021-05-16,12-19,30,14414,0
2021-05-16,12-19,90,19290,0
2021-05-16,12-19,120,20640,0
2021-05-16,12-19,180,20645,0
2021-05-16,12-19,270,20645,0
2021-05-16,20-29,-1,398374,0
2021-05-16,20-29,30,124008,0
2021-05-16,20-29,90,261804,0
2021-05-16,20-29,120,397873,0
2021-05-16,20-29,180,398374,0
2021-05-16,20-29,270,398374,0
2021-05-16,30-39,-1,552578,0
2021-05-16,30-39,30,180611,0
2021-05-16,30-39,90,345454,0
2021-05-16,30-39,120,551894,0
2021-05-16,30-39,180,552578,0
2021-05-16,30-39,270,552578,0
2021-05-16,40-49,-1,781014,0
2021-05-16,40-49,30,312782,0
2021-05-16,40-49,90,522078,0
2021-05-16,40-49,120,780351,0
2021-05-16,40-49,180,781014,0
2021-05-16,40-49,270,781014,0
2021-05-16,50-59,-1,1124714,0
2021-05-16,50-59,30,509871,0
2021-05-16,50-59,90,776498,0
2021-05-16,50-59,120,1123923,0
2021-05-16,50-59,180,1124714,0
2021-05-16,50-59,270,1124714,0
2021-05-16,60-69,-1,1221182,0
2021-05-16,60-69,30,784356,0
2021-05-16,60-69,90,1005117,0
2021-05-16,60-69,120,1220770,0
2021-05-16,60-69,180,1221182,0
2021-05-16,60-69,270,1221182,0
2021-05-16,70-79,-1,1474723,0
2021-05-16,70-79,30,1215295,0
2021-05-16,70-79,90,1425373,0
2021-05-16,70-79,120,1474548,0
2021-05-16,70-79,180,1474723,0
2021-05-16,70-79,270,1474723,0
2021-05-16,80-89,-1,2990277,0
2021-05-16,80-89,30,1235900,0
2021-05-16,80-89,90,2919744,0
2021-05-16,80-89,120,2989857,0
2021-05-16,80-89,180,2990277,0
2021-05-16,80-89,270,2990277,0
2021-05-16,90+,-1,653970,0
2021-05-16,90+,30,219912,0
2021-05-16,90+,90,599194,0
2021-05-16,90+,120,653615,0
2021-05-16,90+,180,653970,0
2021-05-16,90+,270,653970,0
2021-05-17,05-11,-1,0,0
2021-05-17,05-11,30,0,0
2021-05-17,05-11,90,0,0
2021-05-17,05-11,120,0,0
2021-05-17,05-11,180,0,0
2021-05-17,05-11,270,0,0
2021-05-17,12-19,-1,21558,0
2021-05-17,12-19,30,15049,0
2021-05-17,12-19,90,20188,0
2021-05-17,12-19,120,21553,0
2021-05-17,12-19,180,21558,0
2021-05-17,12-19,270,21558,0
2021-05-17,20-29,-1,406037,0
2021-05-17,20-29,30,129604,0
2021-05-17,20-29,90,268875,0
2021-05-17,20-29,120,405260,0
2021-05-17,20-29,180,406037,0
2021-05-17,20-29,270,406037,0
2021-05-17,30-39,-1,564035,0
2021-05-17,30-39,30,189446,0
2021-05-17,30-39,90,355957,0
2021-05-17,30-39,120,562769,0
2021-05-17,30-39,180,564035,0
2021-05-17,30-39,270,564035,0
2021-05-17,40-49,-1,802207,0
2021-05-17,40-49,30,329752,0
2021-05-17,40-49,90,542088,0
2021-05-17,40-49,120,800955,0
2021-05-17,40-49,180,802207,0
2021-05-17,40-49,270,802207,0
2021-05-17,50-59,-1,1162105,0
2021-05-17,50-59,30,539952,0
2021-05-17,50-59,90,812534,0
2021-05-17,50-59,120,1160416,0
2021-05-17,50-59,180,1162105,0
2021-05-17,50-59,270,1162105,0
2021-05-17,60-69,-1,1284914,0
2021-05-17,60-69,30,837074,0
2021-05-17,60-69,90,1067957,0
2021-05-17,60-69,120,1283845,0
2021-05-17,60-69,180,1284914,0
2021-05-17,60-69,270,1284914,0
2021-05-17,70-79,-1,1535838,0
2021-05-17,70-79,30,1259349,0
2021-05-17,70-79,90,1485963,0
2021-05-17,70-79,120,1535635,0
2021-05-17,70-79,180,1535838,0
2021-05-17,70-79,270,1535838,0
2021-05-17,80-89,-1,3001854,0
2021-05-17,80-89,30,1208160,0
2021-05-17,80-89,90,2930490,0
2021-05-17,80-89,120,3001416,0
2021-05-17,80-89,180,3001854,0
2021-05-17,80-89,270,3001854,0
2021-05-17,90+,-1,658120,0
2021-05-17,90+,30,217439,0
2021-05-17,90+,90,602693,0
2021-05-17,90+,120,657753,0
2021-05-17,90+,180,658120,0
2021-05-17,90+,270,658120,0
2021-05-18,05-11,-1,0,0
2021-05-18,05-11,30,0,0
2021-05-18,05-11,90,0,0
2021-05-18,05-11,120,0,0
2021-05-18,05-11,180,0,0
2021-05-18,05-11,270,0,0
2021-05-18,12-19,-1,22447,0
2021-05-18,12-19,30,15781,0
2021-05-18,12-19,90,21059,0
2021-05-18,12-19,120,22442,0
2021-05-18,12-19,180,22447,0
2021-05-18,12-19,270,22447,0
2021-05-18,20-29,-1,414354,0
2021-05-18,20-29,30,136763,0
2021-05-18,20-29,90,276182,0
2021-05-18,20-29,120,413168,0
2021-05-18,20-29,180,414354,0
2021-05-18,20-29,270,414354,0
2021-05-18,30-39,-1,576673,0
2021-05-18,30-39,30,200553,0
2021-05-18,30-39,90,367239,0
2021-05-18,30-39,120,574621,0
2021-05-18,30-39,180,576673,0
2021-05-18,30-39,270,576673,0
2021-05-18,40-49,-1,825113,0
2021-05-18,40-49,30,350276,0
2021-05-18,40-49,90,563290,0
2021-05-18,40-49,120,822789,0
2021-05-18,40-49,180,825113,0
2021-05-18,40-49,270,825113,0
2021-05-18,50-59,-1,1201287,0
2021-05-18,50-59,30,575059,0
2021-05-18,50-59,90,849567,0
2021-05-18,50-59,120,1198087,0
2021-05-18,50-59,180,1201287,0
2021-05-18,50-59,270,1201287,0
2021-05-18,60-69,-1,1340796,0
2021-05-18,60-69,30,886802,0
2021-05-18,60-69,90,1122383,0
2021-05-18,60-69,120,1338583,0
2021-05-18,60-69,180,1340796,0
2021-05-18,60-69,270,1340796,0
2021-05-18,70-79,-1,1591642,0
2021-05-18,70-79,30,1303948,0
2021-05-18,70-79,90,1541003,0
2021-05-18,70-79,120,1591327,0
2021-05-18,70-79,180,1591642,0
2021-05-18,70-79,270,1591642,0
2021-05-18,80-89,-1,3014226,0
2021-05-18,80-89,30,1192601,0
2021-05-18,80-89,90,2941730,0
2021-05-18,80-89,120,3013693,0
2021-05-18,80-89,180,3014226,0
2021-05-18,80-89,270,3014226,0
2021-05-18,90+,-1,663147,0
2021-05-18,90+,30,218472,0
2021-05-18,90+,90,606788,0
2021-05-18,90+,120,662699,0
2021-05-18,90+,180,663147,0
2021-05-18,90+,270,663147,0
2021-05-19,05-11,-1,0,0
2021-05-19,05-11,30,0,0
2021-05-19,05-11,90,0,0
2021-05-19,05-11,120,0,0
2021-05-19,05-11,180,0,0
2021-05-19,05-11,270,0,0
2021-05-19,12-19,-1,23310,0
2021-05-19,12-19,30,16389,0
2021-05-19,12-19,90,21907,0
2021-05-19,12-19,120,23305,0
2021-05-19,12-19,180,23310,0
2021-05-19,12-19,270,23310,0
2021-05-19,20-29,-1,422567,0
2021-05-19,20-29,30,142864,0
2021-05-19,20-29,90,283573,0
2021-05-19,20-29,120,421254,0
2021-05-19,20-29,180,422567,0
2021-05-19,20-29,270,422567,0
2021-05-19,30-39,-1,589892,0
2021-05-19,30-39,30,211147,0
2021-05-19,30-39,90,379289,0
2021-05-19,30-39,120,587525,0
2021-05-19,30-39,180,589892,0
2021-05-19,30-39,270,589892,0
2021-05-19,40-49,-1,848470,0
2021-05-19,40-49,30,369376,0
2021-05-19,40-49,90,585092,0
2021-05-19,40-49,120,845779,0
2021-05-19,40-49,180,848470,0
2021-05-19,40-49,270,848470,0
2021-05-19,50-59,-1,1241131,0
2021-05-19,50-59,30,608119,0
2021-05-19,50-59,90,887602,0
2021-05-19,50-59,120,1237350,0
2021-05-19,50-59,180,1241131,0
2021-05-19,50-59,270,1241131,0
2021-05-19,60-69,-1,1396978,0
2021-05-19,60-69,30,932989,0
2021-05-19,60-69,90,1177449,0
2021-05-19,60-69,120,1394331,0
2021-05-19,60-69,180,1396978,0
2021-05-19,60-69,270,1396978,0
2021-05-19,70-79,-1,1639406,0
2021-05-19,70-79,30,1332266,0
2021-05-19,70-79,90,1588178,0
2021-05-19,70-79,120,1639071,0
2021-05-19,70-79,180,1639406,0
2021-05-19,70-79,270,1639406,0
2021-05-19,80-89,-1,3026422,0
2021-05-19,80-89,30,1163989,0
2021-05-19,80-89,90,2952708,0
2021-05-19,80-89,120,3025861,0
2021-05-19,80-89,180,3026422,0
2021-05-19,80-89,270,3026422,0
2021-05-19,90+,-1,668592,0
2021-05-19,90+,30,216768,0
2021-05-19,90+,90,611274,0
2021-05-19,90+,120,668123,0
2021-05-19,90+,180,668592,0
2021-05-19,90+,270,668592,0
2021-05-20,05-11,-1,0,0
2021-05-20,05-11,30,0,0
2021-05-20,05-11,90,0,0
2021-05-20,05-11,120,0,0
2021-05-20,05-11,180,0,0
2021-05-20,05-11,270,0,0
2021-05-20,12-19,-1,24589,0
2021-05-20,12-19,30,17434,0
2021-05-20,12-19,90,23162,0
2021-05-20,12-19,120,24582,0
2021-05-20,12-19,180,24589,0
2021-05-20,12-19,270,24589,0
2021-05-20,20-29,-1,433622,0
2021-05-20,20-29,30,152037,0
2021-05-20,20-29,90,293702,0
2021-05-20,20-29,120,431970,0
2021-05-20,20-29,180,433622,0
2021-05-20,20-29,270,433622,0
2021-05-20,30-39,-1,606269,0
2021-05-20,30-39,30,224926,0
2021-05-20,30-39,90,394512,0
2021-05-20,30-39,120,603047,0
2021-05-20,30-39,180,606269,0
2021-05-20,30-39,270,606269,0
2021-05-20,40-49,-1,878533,0
2021-05-20,40-49,30,395230,0
2021-05-20,40-49,90,613621,0
2021-05-20,40-49,120,874721,0
2021-05-20,40-49,180,878533,0
2021-05-20,40-49,270,878533,0
2021-05-20,50-59,-1,1291527,0
2021-05-20,50-59,30,651146,0
2021-05-20,50-59,90,936319,0
2021-05-20,50-59,120,1286481,0
2021-05-20,50-59,180,1291527,0
2021-05-20,50-59,270,1291527,0
2021-05-20,60-69,-1,1482241,0
2021-05-20,60-69,30,1006911,0
2021-05-20,60-69,90,1261816,0
2021-05-20,60-69,120,1478864,0
2021-05-20,60-69,180,1482241,0
2021-05-20,60-69,270,1482241,0
2021-05-20,70-79,-1,1698679,0
2021-05-20,70-79,30,1370353,0
2021-05-20,70-79,90,1646970,0
2021-05-20,70-79,120,1698245,0
2021-05-20,70-79,180,1698679,0
2021-05-20,70-79,270,1698679,0
2021-05-20,80-89,-1,3038830,0
2021-05-20,80-89,30,1129439,0
2021-05-20,80-89,90,2964161,0
2021-05-20,80-89,120,3038145,0
2021-05-20,80-89,180,3038830,0
2021-05-20,80-89,270,3038830,0
2021-05-20,90+,-1,673338,0
2021-05-20,90+,30,213522,0
2021-05-20,90+,90,615423,0
2021-05-20,90+,120,672749,0
2021-05-20,90+,180,673338,0
2021-05-20,90+,270,673338,0
2021-05-21,05-11,-1,0,0
2021-05-21,05-11,30,0,0
2021-05-21,05-11,90,0,0
2021-05-21,05-11,120,0,0
2021-05-21,05-11,180,0,0
2021-05-21,05-11,270,0,0
2021-05-21,12-19,-1,25902,0
2021-05-21,12-19,30,18509,0
2021-05-21,12-19,90,24434,0
2021-05-21,12-19,120,25890,0
2021-05-21,12-19,180,25902,0
2021-05-21,12-19,270,25902,0
2021-05-21,20-29,-1,445476,0
2021-05-21,20-29,30,161764,0
2021-05-21,20-29,90,305039,0
2021-05-21,20-29,120,442247,0
2021-05-21,20-29,180,445476,0
2021-05-21,20-29,270,445476,0
2021-05-21,30-39,-1,624375,0
2021-05-21,30-39,30,240012,0
2021-05-21,30-39,90,411904,0
2021-05-21,30-39,120,617695,0
2021-05-21,30-39,180,624375,0
2021-05-21,30-39,270,624375,0
2021-05-21,40-49,-1,909845,0
2021-05-21,40-49,30,421601,0
2021-05-21,40-49,90,644001,0
2021-05-21,40-49,120,901512,0
2021-05-21,40-49,180,909845,0
2021-05-21,40-49,270,909845,0
2021-05-21,50-59,-1,1346801,0
2021-05-21,50-59,30,697962,0
2021-05-21,50-59,90,990451,0
2021-05-21,50-59,120,1335903,0
2021-05-21,50-59,180,1346801,0
2021-05-21,50-59,270,1346801,0
2021-05-21,60-69,-1,1565683,0
2021-05-21,60-69,30,1077510,0
2021-05-21,60-69,90,1344472,0
2021-05-21,60-69,120,1559009,0
2021-05-21,60-69,180,1565683,0
2021-05-21,60-69,270,1565683,0
2021-05-21,70-79,-1,1752362,0
2021-05-21,70-79,30,1400292,0
2021-05-21,70-79,90,1700319,0
2021-05-21,70-79,120,1751595,0
2021-05-21,70-79,180,1752362,0
2021-05-21,70-79,270,1752362,0
2021-05-21,80-89,-1,3050482,0
2021-05-21,80-89,30,1082509,0
2021-05-21,80-89,90,2975120,0
2021-05-21,80-89,120,3049274,0
2021-05-21,80-89,180,3050482,0
2021-05-21,80-89,270,3050482,0
2021-05-21,90+,-1,677586,0
2021-05-21,90+,30,206384,0
2021-05-21,90+,90,619275,0
2021-05-21,90+,120,676565,0
2021-05-21,90+,180,677586,0
2021-05-21,90+,270,677586,0
2021-05-22,05-11,-1,0,0
2021-05-22,05-11,30,0,0
2021-05-22,05-11,90,0,0
2021-05-22,05-11,120,0,0
2021-05-22,05-11,180,0,0
2021-05-22,05-11,270,0,0
2021-05-22,12-19,-1,27423,0
2021-05-22,12-19,30,19668,0
2021-05-22,12-19,90,25936,0
2021-05-22,12-19,120,27408,0
2021-05-22,12-19,180,27423,0
2021-05-22,12-19,270,27423,0
2021-05-22,20-29,-1,457619,0
2021-05-22,20-29,30,171206,0
2021-05-22,20-29,90,316894,0
2021-05-22,20-29,120,453274,0
2021-05-22,20-29,180,457619,0
2021-05-22,20-29,270,457619,0
2021-05-22,30-39,-1,641340,0
2021-05-22,30-39,30,253371,0
2021-05-22,30-39,90,428445,0
2021-05-22,30-39,120,632353,0
2021-05-22,30-39,180,641340,0
2021-05-22,30-39,270,641340,0
2021-05-22,40-49,-1,936785,0
2021-05-22,40-49,30,442540,0
2021-05-22,40-49,90,670326,0
2021-05-22,40-49,120,925514,0
2021-05-22,40-49,180,936785,0
2021-05-22,40-49,270,936785,0
2021-05-22,50-59,-1,1396868,0
2021-05-22,50-59,30,737727,0
2021-05-22,50-59,90,1039848,0
2021-05-22,50-59,120,1382040,0
2021-05-22,50-59,180,1396868,0
2021-05-22,50-59,270,1396868,0
2021-05-22,60-69,-1,1641956,0
2021-05-22,60-69,30,1137735,0
2021-05-22,60-69,90,1420454,0
2021-05-22,60-69,120,1633057,0
2021-05-22,60-69,180,1641956,0
2021-05-22,60-69,270,1641956,0
2021-05-22,70-79,-1,1800214,0
2021-05-22,70-79,30,1418771,0
2021-05-22,70-79,90,1748033,0
2021-05-22,70-79,120,1799077,0
2021-05-22,70-79,180,1800214,0
2021-05-22,70-79,270,1800214,0
2021-05-22,80-89,-1,3060463,0
2021-05-22,80-89,30,1026723,0
2021-05-22,80-89,90,2984729,0
2021-05-22,80-89,120,3058581,0
2021-05-22,80-89,180,3060463,0
2021-05-22,80-89,270,3060463,0
2021-05-22,90+,-1,681367,0
2021-05-22,90+,30,200810,0
2021-05-22,90+,90,622877,0
2021-05-22,90+,120,679703,0
2021-05-22,90+,180,681367,0
2021-05-22,90+,270,681367,0
2021-05-23,05-11,-1,0,0
2021-05-23,05-11,30,0,0
2021-05-23,05-11,90,0,0
2021-05-23,05-11,120,0,0
2021-05-23,05-11,180,0,0
2021-05-23,05-11,270,0,0
2021-05-23,12-19,-1,28980,0
2021-05-23,12-19,30,20763,0
2021-05-23,12-19,90,27488,0
2021-05-23,12-19,120,28949,0
2021-05-23,12-19,180,28980,0
2021-05-23,12-19,270,28980,0
2021-05-23,20-29,-1,468204,0
2021-05-23,20-29,30,178817,0
2021-05-23,20-29,90,326850,0
2021-05-23,20-29,120,460872,0
2021-05-23,20-29,180,468204,0
2021-05-23,20-29,270,468204,0
2021-05-23,30-39,-1,655725,0
2021-05-23,30-39,30,263920,0
2021-05-23,30-39,90,441931,0
2021-05-23,30-39,120,640798,0
2021-05-23,30-39,180,655725,0
2021-05-23,30-39,270,655725,0
2021-05-23,40-49,-1,956751,0
2021-05-23,40-49,30,456253,0
2021-05-23,40-49,90,689085,0
2021-05-23,40-49,120,938188,0
2021-05-23,40-49,180,956751,0
2021-05-23,40-49,270,956751,0
2021-05-23,50-59,-1,1440465,0
2021-05-23,50-59,30,770879,0
2021-05-23,50-59,90,1081931,0
2021-05-23,50-59,120,1416292,0
2021-05-23,50-59,180,1440465,0
2021-05-23,50-59,270,1440465,0
2021-05-23,60-69,-1,1702304,0
2021-05-23,60-69,30,1182080,0
2021-05-23,60-69,90,1480008,0
2021-05-23,60-69,120,1687545,0
2021-05-23,60-69,180,1702304,0
2021-05-23,60-69,270,1702304,0
2021-05-23,70-79,-1,1837655,0
2021-05-23,70-79,30,1428203,0
2021-05-23,70-79,90,1785085,0
2021-05-23,70-79,120,1835986,0
2021-05-23,70-79,180,1837655,0
2021-05-23,70-79,270,1837655,0
2021-05-23,80-89,-1,3067755,0
2021-05-23,80-89,30,972470,0
2021-05-23,80-89,90,2991132,0
2021-05-23,80-89,120,3065168,0
2021-05-23,80-89,180,3067755,0
2021-05-23,80-89,270,3067755,0
2021-05-23,90+,-1,683377,0
2021-05-23,90+,30,193610,0
2021-05-23,90+,90,624328,0
2021-05-23,90+,120,681068,0
2021-05-23,90+,180,683377,0
2021-05-23,90+,270,683377,0
2021-05-24,05-11,-1,0,0
2021-05-24,05-11,30,0,0
2021-05-24,05-11,90,0,0
2021-05-24,05-11,120,0,0
2021-05-24,05-11,180,0,0
2021-05-24,05-11,270,0,0
2021-05-24,12-19,-1,30154,0
2021-05-24,12-19,30,21680,0
2021-05-24,12-19,90,28642,0
2021-05-24,12-19,120,30120,0
2021-05-24,12-19,180,30154,0
2021-05-24,12-19,270,30154,0
2021-05-24,20-29,-1,478355,0
2021-05-24,20-29,30,186884,0
2021-05-24,20-29,90,336257,0
2021-05-24,20-29,120,468087,0
2021-05-24,20-29,180,478355,0
2021-05-24,20-29,270,478355,0
2021-05-24,30-39,-1,670867,0
2021-05-24,30-39,30,276134,0
2021-05-24,30-39,90,456047,0
2021-05-24,30-39,120,650491,0
2021-05-24,30-39,180,670867,0
2021-05-24,30-39,270,670867,0
2021-05-24,40-49,-1,984402,0
2021-05-24,40-49,30,479053,0
2021-05-24,40-49,90,715295,0
2021-05-24,40-49,120,959099,0
2021-05-24,40-49,180,984402,0
2021-05-24,40-49,270,984402,0
2021-05-24,50-59,-1,1493531,0
2021-05-24,50-59,30,815715,0
2021-05-24,50-59,90,1133499,0
2021-05-24,50-59,120,1460445,0
2021-05-24,50-59,180,1493531,0
2021-05-24,50-59,270,1493531,0
2021-05-24,60-69,-1,1767658,0
2021-05-24,60-69,30,1232998,0
2021-05-24,60-69,90,1544581,0
2021-05-24,60-69,120,1747422,0
2021-05-24,60-69,180,1767658,0
2021-05-24,60-69,270,1767658,0
2021-05-24,70-79,-1,1882381,0
2021-05-24,70-79,30,1448085,0
2021-05-24,70-79,90,1829483,0
2021-05-24,70-79,120,1880246,0
2021-05-24,70-79,180,1882381,0
2021-05-24,70-79,270,1882381,0
2021-05-24,80-89,-1,3075989,0
2021-05-24,80-89,30,922069,0
2021-05-24,80-89,90,2998493,0
2021-05-24,80-89,120,3072957,0
2021-05-24,80-89,180,3075989,0
2021-05-24,80-89,270,3075989,0
2021-05-24,90+,-1,686182,0
2021-05-24,90+,30,188236,0
2021-05-24,90+,90,626676,0
2021-05-24,90+,120,683519,0
2021-05-24,90+,180,686182,0
2021-05-24,90+,270,686182,0
2021-05-25,05-11,-1,0,0
2021-05-25,05-11,30,0,0
2021-05-25,05-11,90,0,0
2021-05-25,05-11,120,0,0
2021-05-25,05-11,180,0,0
2021-05-25,05-11,270,0,0
2021-05-25,12-19,-1,31368,0
2021-05-25,12-19,30,22780,0
2021-05-25,12-19,90,29844,0
2021-05-25,12-19,120,31323,0
2021-05-25,12-19,180,31368,0
2021-05-25,12-19,270,31368,0
2021-05-25,20-29,-1,490621,0
2021-05-25,20-29,30,198033,0
2021-05-25,20-29,90,347607,0
2021-05-25,20-29,120,474553,0
2021-05-25,20-29,180,490621,0
2021-05-25,20-29,270,490621,0
2021-05-25,30-39,-1,688097,0
2021-05-25,30-39,30,291898,0
2021-05-25,30-39,90,471900,0
2021-05-25,30-39,120,656247,0
2021-05-25,30-39,180,688097,0
2021-05-25,30-39,270,688097,0
2021-05-25,40-49,-1,1015883,0
2021-05-25,40-49,30,508091,0
2021-05-25,40-49,90,744930,0
2021-05-25,40-49,120,976574,0
2021-05-25,40-49,180,1015883,0
2021-05-25,40-49,270,1015883,0
2021-05-25,50-59,-1,1551044,0
2021-05-25,50-59,30,869092,0
2021-05-25,50-59,90,1188957,0
2021-05-25,50-59,120,1499054,0
2021-05-25,50-59,180,1551044,0
2021-05-25,50-59,270,1551044,0
2021-05-25,60-69,-1,1831434,0
2021-05-25,60-69,30,1288409,0
2021-05-25,60-69,90,1607316,0
2021-05-25,60-69,120,1800052,0
2021-05-25,60-69,180,1831434,0
2021-05-25,60-69,270,1831434,0
2021-05-25,70-79,-1,1932756,0
2021-05-25,70-79,30,1478475,0
2021-05-25,70-79,90,1879333,0
2021-05-25,70-79,120,1929623,0
2021-05-25,70-79,180,1932756,0
2021-05-25,70-79,270,1932756,0
2021-05-25,80-89,-1,3084565,0
2021-05-25,80-89,30,909483,0
2021-05-25,80-89,90,3005683,0
2021-05-25,80-89,120,3080288,0
2021-05-25,80-89,180,3084565,0
2021-05-25,80-89,270,3084565,0
2021-05-25,90+,-1,689447,0
2021-05-25,90+,30,188835,0
2021-05-25,90+,90,629268,0
2021-05-25,90+,120,685642,0
2021-05-25,90+,180,689447,0
2021-05-25,90+,270,689447,0
2021-05-26,05-11,-1,0,0
2021-05-26,05-11,30,0,0
2021-05-26,05-11,90,0,0
2021-05-26,05-11,120,0,0
2021-05-26,05-11,180,0,0
2021-05-26,05-11,270,0,0
2021-05-26,12-19,-1,34677,0
2021-05-26,12-19,30,25906,0
2021-05-26,12-19,90,33132,0
2021-05-26,12-19,120,34619,0
2021-05-26,12-19,180,34677,0
2021-05-26,12-19,270,34677,0
2021-05-26,20-29,-1,504583,0
2021-05-26,20-29,30,210504,0
2021-05-26,20-29,90,360094,0
2021-05-26,20-29,120,482144,0
2021-05-26,20-29,180,504583,0
2021-05-26,20-29,270,504583,0
2021-05-26,30-39,-1,707155,0
2021-05-26,30-39,30,308861,0
2021-05-26,30-39,90,488876,0
2021-05-26,30-39,120,662027,0
2021-05-26,30-39,180,707155,0
2021-05-26,30-39,270,707155,0
2021-05-26,40-49,-1,1050371,0
2021-05-26,40-49,30,539233,0
2021-05-26,40-49,90,776916,0
2021-05-26,40-49,120,995012,0
2021-05-26,40-49,180,1050371,0
2021-05-26,40-49,270,1050371,0
2021-05-26,50-59,-1,1618549,0
2021-05-26,50-59,30,930779,0
2021-05-26,50-59,90,1253488,0
2021-05-26,50-59,120,1544298,0
2021-05-26,50-59,180,1618549,0
2021-05-26,50-59,270,1618549,0
2021-05-26,60-69,-1,1904738,0
2021-05-26,60-69,30,1349474,0
2021-05-26,60-69,90,1678792,0
2021-05-26,60-69,120,1859606,0
2021-05-26,60-69,180,1904738,0
2021-05-26,60-69,270,1904738,0
2021-05-26,70-79,-1,1987028,0
2021-05-26,70-79,30,1505753,0
2021-05-26,70-79,90,1932903,0
2021-05-26,70-79,120,1982471,0
2021-05-26,70-79,180,1987028,0
2021-05-26,70-79,270,1987028,0
2021-05-26,80-89,-1,3093048,0
2021-05-26,80-89,30,877981,0
2021-05-26,80-89,90,3012460,0
2021-05-26,80-89,120,3087055,0
2021-05-26,80-89,180,3093048,0
2021-05-26,80-89,270,3093048,0
2021-05-26,90+,-1,692553,0
2021-05-26,90+,30,186200,0
2021-05-26,90+,90,631453,0
2021-05-26,90+,120,687115,0
2021-05-26,90+,180,692553,0
2021-05-26,90+,270,692553,0
2021-05-27,05-11,-1,0,0
2021-05-27,05-11,30,0,0
2021-05-27,05-11,90,0,0
2021-05-27,05-11,120,0,0
2021-05-27,05-11,180,0,0
2021-05-27,05-11,270,0,0
2021-05-27,12-19,-1,37405,0
2021-05-27,12-19,30,28320,0
2021-05-27,12-19,90,35828,0
2021-05-27,12-19,120,37307,0
2021-05-27,12-19,180,37405,0
2021-05-27,12-19,270,37405,0
2021-05-27,20-29,-1,518912,0
2021-05-27,20-29,30,222420,0
2021-05-27,20-29,90,372394,0
2021-05-27,20-29,120,489796,0
2021-05-27,20-29,180,518912,0
2021-05-27,20-29,270,518912,0
2021-05-27,30-39,-1,727270,0
2021-05-27,30-39,30,325561,0
2021-05-27,30-39,90,506312,0
