data_somministrazione,fascia_anagrafica,delta_T,cum_vaccinazioni,cum_booster
2021-10-13,20-29,180,4467795,9563
2021-10-13,20-29,270,4741660,9563
2021-10-13,30-39,-1,5034106,16383
2021-10-13,30-39,30,606092,16276
2021-10-13,30-39,90,3239481,16383
2021-10-13,30-39,120,4040155,16383
2021-10-13,30-39,180,4662139,16383
2021-10-13,30-39,270,5033422,16383
2021-10-13,40-49,-1,6706337,28106
2021-10-13,40-49,30,540115,28034
2021-10-13,40-49,90,3313102,28106
2021-10-13,40-49,120,5166248,28106
2021-10-13,40-49,180,6238105,28106
2021-10-13,40-49,270,6705674,28106
2021-10-13,50-59,-1,7896189,49166
2021-10-13,50-59,30,403103,49092
2021-10-13,50-59,90,2212892,49166
2021-10-13,50-59,120,5325754,49166
2021-10-13,50-59,180,7281346,49166
2021-10-13,50-59,270,7895398,49166
2021-10-13,60-69,-1,6560274,62531
2021-10-13,60-69,30,179601,62492
2021-10-13,60-69,90,1798371,62531
2021-10-13,60-69,120,3743128,62531
2021-10-13,60-69,180,6123448,62531
2021-10-13,60-69,270,6559862,62531
2021-10-13,70-79,-1,5445883,59460
2021-10-13,70-79,30,84386,59425
2021-10-13,70-79,90,825665,59460
2021-10-13,70-79,120,2774155,59460
2021-10-13,70-79,180,5186455,59460
2021-10-13,70-79,270,5445708,59460
2021-10-13,80-89,-1,3465421,222222
2021-10-13,80-89,30,28741,222186
2021-10-13,80-89,90,107062,222222
2021-10-13,80-89,120,254036,222222
2021-10-13,80-89,180,1711044,222222
2021-10-13,80-89,270,3465001,222222
2021-10-13,90+,-1,790576,47084
2021-10-13,90+,30,6016,47073
2021-10-13,90+,90,23682,47084
2021-10-13,90+,120,59981,47084
2021-10-13,90+,180,356518,47084
2021-10-13,90+,270,790221,47084
2021-10-14,05-11,-1,0,0
2021-10-14,05-11,30,0,0
2021-10-14,05-11,90,0,0
2021-10-14,05-11,120,0,0
2021-10-14,05-11,180,0,0
2021-10-14,05-11,270,0,0
2021-10-14,12-19,-1,2978117,1961
2021-10-14,12-19,30,815377,1811
2021-10-14,12-19,90,2563465,1961
2021-10-14,12-19,120,2887548,1961
2021-10-14,12-19,180,2971608,1961
2021-10-14,12-19,270,2978112,1961
2021-10-14,20-29,-1,4759329,10816
2021-10-14,20-29,30,587062,10567
2021-10-14,20-29,90,3333036,10816
2021-10-14,20-29,120,4024646,10816
2021-10-14,20-29,180,4482896,10816
2021-10-14,20-29,270,4758552,10816
2021-10-14,30-39,-1,5053590,18514
2021-10-14,30-39,30,593498,18303
2021-10-14,30-39,90,3187711,18514
2021-10-14,30-39,120,4044939,18514
2021-10-14,30-39,180,4679001,18514
2021-10-14,30-39,270,5052324,18514
2021-10-14,40-49,-1,6724600,31151
2021-10-14,40-49,30,532753,31000
2021-10-14,40-49,90,3195786,31151
2021-10-14,40-49,120,5158003,31151
2021-10-14,40-49,180,6252145,31151
2021-10-14,40-49,270,6723348,31151
2021-10-14,50-59,-1,7910490,53729
2021-10-14,50-59,30,398443,53582
2021-10-14,50-59,90,2126891,53729
2021-10-14,50-59,120,5278541,53729
2021-10-14,50-59,180,7288337,53729
2021-10-14,50-59,270,7908801,53729
2021-10-14,60-69,-1,6566638,67974
2021-10-14,60-69,30,177557,67882
2021-10-14,60-69,90,1732238,67974
2021-10-14,60-69,120,3678191,67974
2021-10-14,60-69,180,6118798,67974
2021-10-14,60-69,270,6565569,67974
2021-10-14,70-79,-1,5448607,63436
2021-10-14,70-79,30,83142,63355
2021-10-14,70-79,90,780807,63436
2021-10-14,70-79,120,2720484,63436
2021-10-14,70-79,180,5172118,63436
2021-10-14,70-79,270,5448404,63436
2021-10-14,80-89,-1,3466527,251940
2021-10-14,80-89,30,28406,251852
2021-10-14,80-89,90,105339,251940
2021-10-14,80-89,120,247968,251940
2021-10-14,80-89,180,1672833,251940
2021-10-14,80-89,270,3466089,251940
2021-10-14,90+,-1,790833,55431
2021-10-14,90+,30,5956,55412
2021-10-14,90+,90,23164,55431
2021-10-14,90+,120,58415,55431
2021-10-14,90+,180,350152,55431
2021-10-14,90+,270,790466,55431
2021-10-15,05-11,-1,0,0
2021-10-15,05-11,30,0,0
2021-10-15,05-11,90,0,0
2021-10-15,05-11,120,0,0
2021-10-15,05-11,180,0,0
2021-10-15,05-11,270,0,0
2021-10-15,12-19,-1,2990933,2034
2021-10-15,12-19,30,785788,1831
2021-10-15,12-19,90,2553578,2034
2021-10-15,12-19,120,2898271,2034
2021-10-15,12-19,180,2984267,2034
2021-10-15,12-19,270,2990928,2034
2021-10-15,20-29,-1,4775894,12259
2021-10-15,20-29,30,569166,11919
2021-10-15,20-29,90,3300549,12259
2021-10-15,20-29,120,4026747,12259
2021-10-15,20-29,180,4498303,12259
2021-10-15,20-29,270,4774708,12259
2021-10-15,30-39,-1,5073453,20734
2021-10-15,30-39,30,583493,20428
2021-10-15,30-39,90,3140001,20734
2021-10-15,30-39,120,4046009,20734
2021-10-15,30-39,180,4697333,20734
2021-10-15,30-39,270,5071401,20734
2021-10-15,40-49,-1,6743789,34497
2021-10-15,40-49,30,527254,34265
2021-10-15,40-49,90,3088169,34497
2021-10-15,40-49,120,5145733,34497
2021-10-15,40-49,180,6268952,34497
2021-10-15,40-49,270,6741465,34497
2021-10-15,50-59,-1,7925724,58866
2021-10-15,50-59,30,395716,58622
2021-10-15,50-59,90,2049818,58866
2021-10-15,50-59,120,5209278,58866
2021-10-15,50-59,180,7299496,58866
2021-10-15,50-59,270,7922524,58866
2021-10-15,60-69,-1,6572845,73528
2021-10-15,60-69,30,175644,73369
2021-10-15,60-69,90,1674215,73528
2021-10-15,60-69,120,3600761,73528
2021-10-15,60-69,180,6118851,73528
2021-10-15,60-69,270,6570632,73528
2021-10-15,70-79,-1,5451078,66991
2021-10-15,70-79,30,81640,66858
2021-10-15,70-79,90,744319,66991
2021-10-15,70-79,120,2665382,66991
2021-10-15,70-79,180,5163384,66991
2021-10-15,70-79,270,5450763,66991
2021-10-15,80-89,-1,3467538,278845
2021-10-15,80-89,30,28069,278702
2021-10-15,80-89,90,104064,278845
2021-10-15,80-89,120,241822,278845
2021-10-15,80-89,180,1645913,278845
2021-10-15,80-89,270,3467005,278845
2021-10-15,90+,-1,791079,62839
2021-10-15,90+,30,5924,62801
2021-10-15,90+,90,22970,62839
2021-10-15,90+,120,56605,62839
2021-10-15,90+,180,346404,62839
2021-10-15,90+,270,790631,62839
2021-10-16,05-11,-1,0,0
2021-10-16,05-11,30,0,0
2021-10-16,05-11,90,0,0
2021-10-16,05-11,120,0,0
2021-10-16,05-11,180,0,0
2021-10-16,05-11,270,0,0
2021-10-16,12-19,-1,3003622,2090
2021-10-16,12-19,30,756330,1816
2021-10-16,12-19,90,2546418,2090
2021-10-16,12-19,120,2908479,2090
2021-10-16,12-19,180,2996701,2090
2021-10-16,12-19,270,3003617,2090
2021-10-16,20-29,-1,4789702,13242
2021-10-16,20-29,30,549957,12796
2021-10-16,20-29,90,3277766,13242
2021-10-16,20-29,120,4023710,13242
2021-10-16,20-29,180,4509999,13242
2021-10-16,20-29,270,4788389,13242
2021-10-16,30-39,-1,5091283,22122
2021-10-16,30-39,30,572352,21709
2021-10-16,30-39,90,3100492,22122
2021-10-16,30-39,120,4043067,22122
2021-10-16,30-39,180,4712538,22122
2021-10-16,30-39,270,5088916,22122
2021-10-16,40-49,-1,6761410,36322
2021-10-16,40-49,30,520489,35951
2021-10-16,40-49,90,3002480,36322
2021-10-16,40-49,120,5130018,36322
2021-10-16,40-49,180,6282316,36322
2021-10-16,40-49,270,6758719,36322
2021-10-16,50-59,-1,7939675,61523
2021-10-16,50-59,30,391514,61095
2021-10-16,50-59,90,1997490,61523
2021-10-16,50-59,120,5139476,61523
2021-10-16,50-59,180,7306663,61523
2021-10-16,50-59,270,7935894,61523
2021-10-16,60-69,-1,6577648,76640
2021-10-16,60-69,30,172447,76340
2021-10-16,60-69,90,1627313,76640
2021-10-16,60-69,120,3521239,76640
2021-10-16,60-69,180,6113659,76640
2021-10-16,60-69,270,6575001,76640
2021-10-16,70-79,-1,5452649,68955
2021-10-16,70-79,30,79264,68715
2021-10-16,70-79,90,717766,68955
2021-10-16,70-79,120,2611911,68955
2021-10-16,70-79,180,5145509,68955
2021-10-16,70-79,270,5452314,68955
2021-10-16,80-89,-1,3468122,299274
2021-10-16,80-89,30,27460,299050
2021-10-16,80-89,90,103374,299274
2021-10-16,80-89,120,234667,299274
2021-10-16,80-89,180,1605689,299274
2021-10-16,80-89,270,3467561,299274
2021-10-16,90+,-1,791191,67220
2021-10-16,90+,30,5765,67172
2021-10-16,90+,90,22884,67220
2021-10-16,90+,120,54715,67220
2021-10-16,90+,180,339367,67220
2021-10-16,90+,270,790722,67220
2021-10-17,05-11,-1,0,0
2021-10-17,05-11,30,0,0
2021-10-17,05-11,90,0,0
2021-10-17,05-11,120,0,0
2021-10-17,05-11,180,0,0
2021-10-17,05-11,270,0,0
2021-10-17,12-19,-1,3010875,2111
2021-10-17,12-19,30,723479,1780
2021-10-17,12-19,90,2528723,2111
2021-10-17,12-19,120,2913198,2111
2021-10-17,12-19,180,3003720,2111
2021-10-17,12-19,270,3010868,2111
2021-10-17,20-29,-1,4798598,13930
2021-10-17,20-29,30,529295,13380
2021-10-17,20-29,90,3235365,13930
2021-10-17,20-29,120,4017326,13930
2021-10-17,20-29,180,4517013,13930
2021-10-17,20-29,270,4796946,13930
2021-10-17,30-39,-1,5102759,23076
2021-10-17,30-39,30,556496,22570
2021-10-17,30-39,90,3046096,23076
2021-10-17,30-39,120,4036360,23076
2021-10-17,30-39,180,4721416,23076
2021-10-17,30-39,270,5099537,23076
2021-10-17,40-49,-1,6772572,37553
2021-10-17,40-49,30,508044,37036
2021-10-17,40-49,90,2887458,37553
2021-10-17,40-49,120,5111292,37553
2021-10-17,40-49,180,6289269,37553
2021-10-17,40-49,270,6768760,37553
2021-10-17,50-59,-1,7948350,63277
2021-10-17,50-59,30,382864,62643
2021-10-17,50-59,90,1931614,63277
2021-10-17,50-59,120,5067625,63277
2021-10-17,50-59,180,7307969,63277
2021-10-17,50-59,270,7943304,63277
2021-10-17,60-69,-1,6580406,78700
2021-10-17,60-69,30,167789,78191
2021-10-17,60-69,90,1554264,78700
2021-10-17,60-69,120,3449876,78700
2021-10-17,60-69,180,6105076,78700
2021-10-17,60-69,270,6577029,78700
2021-10-17,70-79,-1,5453534,71390
2021-10-17,70-79,30,76729,70945
2021-10-17,70-79,90,677062,71390
2021-10-17,70-79,120,2565353,71390
2021-10-17,70-79,180,5125208,71390
