data_somministrazione,fascia_anagrafica,vaccinazioni,booster,cum_vaccinazioni,cum_booster
2022-03-15,60-69,963,3723,6982862,6253331
2022-03-15,70-79,638,1921,5666800,5214291
2022-03-15,80-89,372,835,3567498,3288253
2022-03-15,90+,137,282,818117,684676
2022-03-16,05-11,1927,0,1221455,0
2022-03-16,12-19,1130,5991,3837325,1906436
2022-03-16,20-29,970,8291,5491961,3784150
2022-03-16,30-39,1082,7866,5909649,4096516
2022-03-16,40-49,947,7155,7523572,5740875
2022-03-16,50-59,1252,6152,8667336,7318977
2022-03-16,60-69,911,3449,6983773,6256780
2022-03-16,70-79,677,1948,5667477,5216239
2022-03-16,80-89,413,849,3567911,3289102
2022-03-16,90+,150,274,818267,684950
2022-03-17,05-11,2050,0,1223505,0
2022-03-17,12-19,1125,6680,3838450,1913116
2022-03-17,20-29,1068,8807,5493029,3792957
2022-03-17,30-39,1103,8769,5910752,4105285
2022-03-17,40-49,993,7788,7524565,5748663
2022-03-17,50-59,1221,6472,8668557,7325449
2022-03-17,60-69,886,3457,6984659,6260237
2022-03-17,70-79,641,1779,5668118,5218018
2022-03-17,80-89,433,829,3568344,3289931
2022-03-17,90+,165,291,818432,685241
2022-03-18,05-11,2265,0,1225770,0
2022-03-18,12-19,1247,7626,3839697,1920742
2022-03-18,20-29,1063,9035,5494092,3801992
2022-03-18,30-39,1155,9433,5911907,4114718
2022-03-18,40-49,1084,8822,7525649,5757485
2022-03-18,50-59,1302,7386,8669859,7332835
2022-03-18,60-69,882,3741,6985541,6263978
2022-03-18,70-79,599,1849,5668717,5219867
2022-03-18,80-89,400,891,3568744,3290822
2022-03-18,90+,144,261,818576,685502
2022-03-19,05-11,3102,0,1228872,0
2022-03-19,12-19,1122,8482,3840819,1929224
2022-03-19,20-29,824,8263,5494916,3810255
2022-03-19,30-39,945,8998,5912852,4123716
2022-03-19,40-49,839,8713,7526488,5766198
2022-03-19,50-59,1009,7111,8670868,7339946
2022-03-19,60-69,598,2975,6986139,6266953
2022-03-19,70-79,351,1228,5669068,5221095
2022-03-19,80-89,262,592,3569006,3291414
2022-03-19,90+,82,168,818658,685670
2022-03-20,05-11,1078,0,1229950,0
2022-03-20,12-19,302,2407,3841121,1931631
2022-03-20,20-29,215,2152,5495131,3812407
2022-03-20,30-39,235,2272,5913087,4125988
2022-03-20,40-49,223,2103,7526711,5768301
2022-03-20,50-59,249,1568,8671117,7341514
2022-03-20,60-69,136,750,6986275,6267703
2022-03-20,70-79,90,288,5669158,5221383
2022-03-20,80-89,55,126,3569061,3291540
2022-03-20,90+,20,33,818678,685703
2022-03-21,05-11,995,0,1230945,0
2022-03-21,12-19,896,5840,3842017,1937471
2022-03-21,20-29,871,8047,5496002,3820454
2022-03-21,30-39,1045,7966,5914132,4133954
2022-03-21,40-49,962,7077,7527673,5775378
2022-03-21,50-59,1188,5973,8672305,7347487
2022-03-21,60-69,777,3075,6987052,6270778
2022-03-21,70-79,455,1451,5669613,5222834
2022-03-21,80-89,290,626,3569351,3292166
2022-03-21,90+,84,157,818762,685860
2022-03-22,05-11,1095,0,1232040,0
2022-03-22,12-19,830,5820,3842847,1943291
2022-03-22,20-29,979,7322,5496981,3827776
2022-03-22,30-39,1075,7380,5915207,4141334
2022-03-22,40-49,1063,6573,7528736,5781951
2022-03-22,50-59,1527,5410,8673832,7352897
2022-03-22,60-69,940,2889,6987992,6273667
2022-03-22,70-79,524,1454,5670137,5224288
2022-03-22,80-89,305,690,3569656,3292856
2022-03-22,90+,90,205,818852,686065
2022-03-23,05-11,986,0,1233026,0
2022-03-23,12-19,765,5169,3843612,1948460
2022-03-23,20-29,850,6382,5497831,3834158
2022-03-23,30-39,963,6475,5916170,4147809
2022-03-23,40-49,942,5631,7529678,5787582
2022-03-23,50-59,1111,4883,8674943,7357780
2022-03-23,60-69,724,2749,6988716,6276416
2022-03-23,70-79,455,1479,5670592,5225767
2022-03-23,80-89,281,714,3569937,3293570
2022-03-23,90+,118,212,818970,686277
2022-03-24,05-11,1121,0,1234147,0
2022-03-24,12-19,806,6126,3844418,1954586
2022-03-24,20-29,929,7186,5498760,3841344
2022-03-24,30-39,1100,7357,5917270,4155166
2022-03-24,40-49,1048,6614,7530726,5794196
2022-03-24,50-59,1326,5589,8676269,7363369
2022-03-24,60-69,913,3183,6989629,6279599
2022-03-24,70-79,564,1641,5671156,5227408
2022-03-24,80-89,316,847,3570253,3294417
2022-03-24,90+,116,246,819086,686523
2022-03-25,05-11,1356,0,1235503,0
2022-03-25,12-19,875,7021,3845293,1961607
2022-03-25,20-29,883,7704,5499643,3849048
2022-03-25,30-39,1091,8224,5918361,4163390
2022-03-25,40-49,984,7832,7531710,5802028
2022-03-25,50-59,1246,6677,8677515,7370046
2022-03-25,60-69,798,3343,6990427,6282942
2022-03-25,70-79,472,1761,5671628,5229169
2022-03-25,80-89,298,850,3570551,3295267
2022-03-25,90+,106,247,819192,686770
2022-03-26,05-11,2008,0,1237511,0
2022-03-26,12-19,865,7671,3846158,1969278
2022-03-26,20-29,801,7336,5500444,3856384
2022-03-26,30-39,959,7978,5919320,4171368
2022-03-26,40-49,940,7604,7532650,5809632
2022-03-26,50-59,1177,6437,8678692,7376483
2022-03-26,60-69,715,2766,6991142,6285708
2022-03-26,70-79,395,1235,5672023,5230404
2022-03-26,80-89,191,565,3570742,3295832
2022-03-26,90+,63,125,819255,686895
2022-03-27,05-11,659,0,1238170,0
2022-03-27,12-19,269,2019,3846427,1971297
2022-03-27,20-29,251,1643,5500695,3858027
2022-03-27,30-39,287,1839,5919607,4173207
2022-03-27,40-49,276,1728,7532926,5811360
2022-03-27,50-59,341,1376,8679033,7377859
2022-03-27,60-69,190,653,6991332,6286361
2022-03-27,70-79,85,281,5672108,5230685
2022-03-27,80-89,52,111,3570794,3295943
2022-03-27,90+,14,33,819269,686928
2022-03-28,05-11,683,0,1238853,0
2022-03-28,12-19,696,5602,3847123,1976899
2022-03-28,20-29,862,6649,5501557,3864676
2022-03-28,30-39,902,6773,5920509,4179980
2022-03-28,40-49,759,6169,7533685,5817529
2022-03-28,50-59,934,5025,8679967,7382884
2022-03-28,60-69,604,2830,6991936,6289191
2022-03-28,70-79,349,1370,5672457,5232055
2022-03-28,80-89,220,622,3571014,3296565
2022-03-28,90+,84,185,819353,687113
2022-03-29,05-11,777,0,1239630,0
2022-03-29,12-19,633,5061,3847756,1981960
2022-03-29,20-29,751,6367,5502308,3871043
2022-03-29,30-39,810,6327,5921319,4186307
2022-03-29,40-49,735,5532,7534420,5823061
2022-03-29,50-59,828,4608,8680795,7387492
2022-03-29,60-69,575,2512,6992511,6291703
2022-03-29,70-79,383,1331,5672840,5233386
2022-03-29,80-89,197,618,3571211,3297183
2022-03-29,90+,79,166,819432,687279
2022-03-30,05-11,850,0,1240480,0
2022-03-30,12-19,595,4837,3848351,1986797
2022-03-30,20-29,711,5707,5503019,3876750
2022-03-30,30-39,776,5763,5922095,4192070
2022-03-30,40-49,739,5039,7535159,5828100
2022-03-30,50-59,747,4333,8681542,7391825
2022-03-30,60-69,489,2406,6993000,6294109
2022-03-30,70-79,379,1295,5673219,5234681
2022-03-30,80-89,193,606,3571404,3297789
2022-03-30,90+,70,202,819502,687481
2022-03-31,05-11,844,0,1241324,0
2022-03-31,12-19,679,5101,3849030,1991898
2022-03-31,20-29,780,6030,5503799,3882780
2022-03-31,30-39,828,6415,5922923,4198485
2022-03-31,40-49,752,5796,7535911,5833896
2022-03-31,50-59,835,4992,8682377,7396817
2022-03-31,60-69,559,2615,6993559,6296724
2022-03-31,70-79,307,1360,5673526,5236041
2022-03-31,80-89,202,657,3571606,3298446
2022-03-31,90+,87,200,819589,687681
2022-04-01,05-11,661,0,1241985,0
2022-04-01,12-19,561,3926,3849591,1995824
2022-04-01,20-29,517,4515,5504316,3887295
2022-04-01,30-39,626,4945,5923549,4203430
2022-04-01,40-49,568,4514,7536479,5838410
2022-04-01,50-59,616,3820,8682993,7400637
2022-04-01,60-69,397,1931,6993956,6298655
2022-04-01,70-79,199,963,5673725,5237004
2022-04-01,80-89,146,437,3571752,3298883
2022-04-01,90+,46,126,819635,687807
2022-04-02,05-11,1181,0,1243166,0
2022-04-02,12-19,617,4083,3850208,1999907
2022-04-02,20-29,489,3878,5504805,3891173
2022-04-02,30-39,546,4508,5924095,4207938
2022-04-02,40-49,491,4405,7536970,5842815
2022-04-02,50-59,523,3835,8683516,7404472
2022-04-02,60-69,345,1584,6994301,6300239
2022-04-02,70-79,159,627,5673884,5237631
2022-04-02,80-89,110,287,3571862,3299170
2022-04-02,90+,24,62,819659,687869
2022-04-03,05-11,360,0,1243526,0
2022-04-03,12-19,140,909,3850348,2000816
2022-04-03,20-29,90,712,5504895,3891885
2022-04-03,30-39,125,818,5924220,4208756
2022-04-03,40-49,117,809,7537087,5843624
2022-04-03,50-59,85,704,8683601,7405176
2022-04-03,60-69,69,338,6994370,6300577
2022-04-03,70-79,35,137,5673919,5237768
2022-04-03,80-89,21,63,3571883,3299233
2022-04-03,90+,3,8,819662,687877
2022-04-04,05-11,362,0,1243888,0
2022-04-04,12-19,544,3133,3850892,2003949
2022-04-04,20-29,471,4051,5505366,3895936
2022-04-04,30-39,535,4121,5924755,4212877
2022-04-04,40-49,487,3754,7537574,5847378
2022-04-04,50-59,549,3359,8684150,7408535
2022-04-04,60-69,347,1776,6994717,6302353
2022-04-04,70-79,200,896,5674119,5238664
2022-04-04,80-89,122,357,3572005,3299590
2022-04-04,90+,31,84,819693,687961
2022-04-05,05-11,505,0,1244393,0
2022-04-05,12-19,572,3293,3851464,2007242
2022-04-05,20-29,498,4196,5505864,3900132
2022-04-05,30-39,532,4495,5925287,4217372
2022-04-05,40-49,449,3947,7538023,5851325
2022-04-05,50-59,519,3671,8684669,7412206
2022-04-05,60-69,356,1853,6995073,6304206
2022-04-05,70-79,173,916,5674292,5239580
2022-04-05,80-89,102,432,3572107,3300022
2022-04-05,90+,38,117,819731,688078
2022-04-06,05-11,680,0,1245073,0
2022-04-06,12-19,619,3040,3852083,2010282
2022-04-06,20-29,520,3938,5506384,3904070
2022-04-06,30-39,547,4169,5925834,4221541
2022-04-06,40-49,449,3789,7538472,5855114
2022-04-06,50-59,534,3451,8685203,7415657
2022-04-06,60-69,339,1837,6995412,6306043
2022-04-06,70-79,210,991,5674502,5240571
2022-04-06,80-89,126,461,3572233,3300483
2022-04-06,90+,67,154,819798,688232
2022-04-07,05-11,520,0,1245593,0
2022-04-07,12-19,555,3331,3852638,2013613
2022-04-07,20-29,525,4167,5506909,3908237
2022-04-07,30-39,566,4426,5926400,4225967
2022-04-07,40-49,533,4113,7539005,5859227
2022-04-07,50-59,552,3817,8685755,7419474
2022-04-07,60-69,326,1864,6995738,6307907
2022-04-07,70-79,207,1018,5674709,5241589
2022-04-07,80-89,122,452,3572355,3300935
2022-04-07,90+,40,129,819838,688361
2022-04-08,05-11,668,0,1246261,0
2022-04-08,12-19,734,3773,3853372,2017386
2022-04-08,20-29,564,4468,5507473,3912705
2022-04-08,30-39,721,5039,5927121,4231006
2022-04-08,40-49,513,4947,7539518,5864174
2022-04-08,50-59,595,4580,8686350,7424054
2022-04-08,60-69,438,2251,6996176,6310158
2022-04-08,70-79,250,1043,5674959,5242632
2022-04-08,80-89,139,462,3572494,3301397
2022-04-08,90+,57,144,819895,688505
2022-04-09,05-11,1301,0,1247562,0
2022-04-09,12-19,660,3690,3854032,2021076
2022-04-09,20-29,426,3788,5507899,3916493
2022-04-09,30-39,520,4538,5927641,4235544
2022-04-09,40-49,445,4501,7539963,5868675
2022-04-09,50-59,475,4403,8686825,7428457
2022-04-09,60-69,291,1841,6996467,6311999
2022-04-09,70-79,153,702,5675112,5243334
2022-04-09,80-89,70,330,3572564,3301727
2022-04-09,90+,31,86,819926,688591
2022-04-10,05-11,275,0,1247837,0
2022-04-10,12-19,129,776,3854161,2021852
2022-04-10,20-29,85,759,5507984,3917252
2022-04-10,30-39,109,900,5927750,4236444
2022-04-10,40-49,92,870,7540055,5869545
2022-04-10,50-59,97,792,8686922,7429249
2022-04-10,60-69,55,331,6996522,6312330
2022-04-10,70-79,37,121,5675149,5243455
2022-04-10,80-89,10,47,3572574,3301774
2022-04-10,90+,2,18,819928,688609
2022-04-11,05-11,496,0,1248333,0
2022-04-11,12-19,627,2961,3854788,2024813
2022-04-11,20-29,480,4157,5508464,3921409
2022-04-11,30-39,526,4330,5928276,4240774
2022-04-11,40-49,469,3936,7540524,5873481
2022-04-11,50-59,541,3937,8687463,7433186
2022-04-11,60-69,312,1915,6996834,6314245
2022-04-11,70-79,191,947,5675340,5244402
2022-04-11,80-89,115,414,3572689,3302188
2022-04-11,90+,38,82,819966,688691
2022-04-12,05-11,543,0,1248876,0
2022-04-12,12-19,510,2841,3855298,2027654
2022-04-12,20-29,415,4102,5508879,3925511
2022-04-12,30-39,468,4094,5928744,4244868
2022-04-12,40-49,417,3807,7540941,5877288
2022-04-12,50-59,434,3618,8687897,7436804
2022-04-12,60-69,289,1827,6997123,6316072
2022-04-12,70-79,131,905,5675471,5245307
2022-04-12,80-89,100,439,3572789,3302627
2022-04-12,90+,43,140,820009,688831
2022-04-13,05-11,593,0,1249469,0
2022-04-13,12-19,559,3094,3855857,2030748
2022-04-13,20-29,430,3878,5509309,3929389
2022-04-13,30-39,468,3909,5929212,4248777
2022-04-13,40-49,407,3592,7541348,5880880
2022-04-13,50-59,479,3435,8688376,7440239
2022-04-13,60-69,275,1828,6997398,6317900
2022-04-13,70-79,176,947,5675647,5246254
2022-04-13,80-89,110,506,3572899,3303133
2022-04-13,90+,55,145,820064,688976
2022-04-14,05-11,560,0,1250029,0
2022-04-14,12-19,579,4166,3856436,2034914
2022-04-14,20-29,426,4300,5509735,3933689
2022-04-14,30-39,476,4229,5929688,4253006
2022-04-14,40-49,365,3917,7541713,5884797
2022-04-14,50-59,479,3900,8688855,7444139
2022-04-14,60-69,291,1777,6997689,6319677
2022-04-14,70-79,154,818,5675801,5247072
2022-04-14,80-89,100,489,3572999,3303622
2022-04-14,90+,44,174,820108,689150
2022-04-15,05-11,403,0,1250432,0
2022-04-15,12-19,568,3066,3857004,2037980
2022-04-15,20-29,394,3829,5510129,3937518
2022-04-15,30-39,457,3834,5930145,4256840
2022-04-15,40-49,367,3534,7542080,5888331
2022-04-15,50-59,408,3637,8689263,7447776
2022-04-15,60-69,215,1481,6997904,6321158
2022-04-15,70-79,147,707,5675948,5247779
2022-04-15,80-89,78,407,3573077,3304029
2022-04-15,90+,38,117,820146,689267
2022-04-16,05-11,696,0,1251128,0
2022-04-16,12-19,381,1633,3857385,2039613
2022-04-16,20-29,206,2265,5510335,3939783
2022-04-16,30-39,233,2275,5930378,4259115
2022-04-16,40-49,207,2271,7542287,5890602
2022-04-16,50-59,204,2201,8689467,7449977
2022-04-16,60-69,113,815,6998017,6321973
2022-04-16,70-79,58,263,5676006,5248042
2022-04-16,80-89,44,158,3573121,3304187
2022-04-16,90+,3,39,820149,689306
2022-04-17,05-11,10,0,1251138,0
2022-04-17,12-19,11,31,3857396,2039644
2022-04-17,20-29,8,78,5510343,3939861
2022-04-17,30-39,10,98,5930388,4259213
2022-04-17,40-49,8,60,7542295,5890662
2022-04-17,50-59,8,50,8689475,7450027
2022-04-17,60-69,2,22,6998019,6321995
2022-04-17,70-79,1,4,5676007,5248046
2022-04-17,80-89,2,5,3573123,3304192
2022-04-17,90+,3,0,820152,689306
2022-04-18,05-11,20,0,1251158,0
2022-04-18,12-19,22,73,3857418,2039717
2022-04-18,20-29,24,122,5510367,3939983
2022-04-18,30-39,26,137,5930414,4259350
2022-04-18,40-49,20,129,7542315,5890791
2022-04-18,50-59,18,126,8689493,7450153
2022-04-18,60-69,10,44,6998029,6322039
2022-04-18,70-79,6,13,5676013,5248059
2022-04-18,80-89,2,6,3573125,3304198
2022-04-18,90+,0,0,820152,689306
2022-04-19,05-11,555,0,1251713,0
2022-04-19,12-19,617,2927,3858035,2042644
2022-04-19,20-29,428,3780,5510795,3943763
2022-04-19,30-39,496,3986,5930910,4263336
2022-04-19,40-49,388,3775,7542703,5894566
2022-04-19,50-59,424,4004,8689917,7454157
2022-04-19,60-69,280,1973,6998309,6324012
2022-04-19,70-79,163,869,5676176,5248928
2022-04-19,80-89,102,549,3573227,3304747
2022-04-19,90+,26,113,820178,689419
2022-04-20,05-11,745,0,1252458,0
2022-04-20,12-19,549,2142,3858584,2044786
2022-04-20,20-29,421,3617,5511216,3947380
2022-04-20,30-39,433,3611,5931343,4266947
2022-04-20,40-49,338,3439,7543041,5898005
2022-04-20,50-59,399,3679,8690316,7457836
2022-04-20,60-69,286,1958,6998595,6325970
2022-04-20,70-79,174,1011,5676350,5249939
2022-04-20,80-89,106,594,3573333,3305341
2022-04-20,90+,39,198,820217,689617
2022-04-21,05-11,498,0,1252956,0
2022-04-21,12-19,405,2103,3858989,2046889
2022-04-21,20-29,336,3443,5511552,3950823
2022-04-21,30-39,406,3615,5931749,4270562
2022-04-21,40-49,316,3383,7543357,5901388
2022-04-21,50-59,352,3614,8690668,7461450
2022-04-21,60-69,238,1914,6998833,6327884
2022-04-21,70-79,151,943,5676501,5250882
2022-04-21,80-89,92,589,3573425,3305930
2022-04-21,90+,39,170,820256,689787
2022-04-22,05-11,505,0,1253461,0
2022-04-22,12-19,488,2447,3859477,2049336
2022-04-22,20-29,312,3301,5511864,3954124
2022-04-22,30-39,386,3608,5932135,4274170
2022-04-22,40-49,280,3371,7543637,5904759
2022-04-22,50-59,405,3964,8691073,7465414
2022-04-22,60-69,230,2087,6999063,6329971
2022-04-22,70-79,161,991,5676662,5251873
2022-04-22,80-89,101,713,3573526,3306643
2022-04-22,90+,40,212,820296,689999
2022-04-23,05-11,838,0,1254299,0
2022-04-23,12-19,433,2116,3859910,2051452
2022-04-23,20-29,236,2534,5512100,3956658
2022-04-23,30-39,289,2965,5932424,4277135
2022-04-23,40-49,224,2765,7543861,5907524
2022-04-23,50-59,259,3178,8691332,7468592
2022-04-23,60-69,183,1509,6999246,6331480
2022-04-23,70-79,100,628,5676762,5252501
2022-04-23,80-89,52,418,3573578,3307061
2022-04-23,90+,19,91,820315,690090
2022-04-24,05-11,267,0,1254566,0
2022-04-24,12-19,62,338,3859972,2051790
2022-04-24,20-29,38,368,5512138,3957026
2022-04-24,30-39,39,384,5932463,4277519
2022-04-24,40-49,30,399,7543891,5907923
2022-04-24,50-59,36,455,8691368,7469047
2022-04-24,60-69,14,212,6999260,6331692
2022-04-24,70-79,13,103,5676775,5252604
2022-04-24,80-89,10,57,3573588,3307118
2022-04-24,90+,0,19,820315,690109
2022-04-25,05-11,22,0,1254588,0
2022-04-25,12-19,19,164,3859991,2051954
2022-04-25,20-29,29,205,5512167,3957231
2022-04-25,30-39,28,239,5932491,4277758
2022-04-25,40-49,35,180,7543926,5908103
2022-04-25,50-59,28,206,8691396,7469253
2022-04-25,60-69,14,90,6999274,6331782
2022-04-25,70-79,4,51,5676779,5252655
2022-04-25,80-89,2,23,3573590,3307141
2022-04-25,90+,2,7,820317,690116
2022-04-26,05-11,507,0,1255095,0
2022-04-26,12-19,459,1835,3860450,2053789
2022-04-26,20-29,307,2920,5512474,3960151
2022-04-26,30-39,359,3223,5932850,4280981
2022-04-26,40-49,283,2827,7544209,5910930
2022-04-26,50-59,342,3248,8691738,7472501
2022-04-26,60-69,248,2056,6999522,6333838
2022-04-26,70-79,145,953,5676924,5253608
2022-04-26,80-89,66,581,3573656,3307722
2022-04-26,90+,36,147,820353,690263
2022-04-27,05-11,516,0,1255611,0
2022-04-27,12-19,338,1645,3860788,2055434
2022-04-27,20-29,261,2444,5512735,3962595
2022-04-27,30-39,312,2699,5933162,4283680
2022-04-27,40-49,231,2463,7544440,5913393
2022-04-27,50-59,263,2834,8692001,7475335
2022-04-27,60-69,216,1818,6999738,6335656
2022-04-27,70-79,116,1028,5677040,5254636
2022-04-27,80-89,81,673,3573737,3308395
2022-04-27,90+,28,173,820381,690436
2022-04-28,05-11,457,0,1256068,0
2022-04-28,12-19,339,1693,3861127,2057127
2022-04-28,20-29,266,2447,5513001,3965042
2022-04-28,30-39,333,2629,5933495,4286309
2022-04-28,40-49,197,2346,7544637,5915739
2022-04-28,50-59,285,2707,8692286,7478042
2022-04-28,60-69,194,1740,6999932,6337396
2022-04-28,70-79,144,1038,5677184,5255674
2022-04-28,80-89,76,690,3573813,3309085
2022-04-28,90+,53,240,820434,690676
2022-04-29,05-11,623,0,1256691,0
2022-04-29,12-19,338,1703,3861465,2058830
2022-04-29,20-29,224,2165,5513225,3967207
2022-04-29,30-39,228,2309,5933723,4288618
2022-04-29,40-49,204,2184,7544841,5917923
2022-04-29,50-59,264,2753,8692550,7480795
2022-04-29,60-69,194,1651,7000126,6339047
2022-04-29,70-79,102,1025,5677286,5256699
2022-04-29,80-89,78,795,3573891,3309880
2022-04-29,90+,32,246,820466,690922
2022-04-30,05-11,817,0,1257508,0
2022-04-30,12-19,354,1506,3861819,2060336
2022-04-30,20-29,154,1710,5513379,3968917
2022-04-30,30-39,192,1890,5933915,4290508
2022-04-30,40-49,156,1735,7544997,5919658
2022-04-30,50-59,190,2148,8692740,7482943
2022-04-30,60-69,105,1245,7000231,6340292
2022-04-30,70-79,81,732,5677367,5257431
2022-04-30,80-89,46,489,3573937,3310369
2022-04-30,90+,20,121,820486,691043
2022-05-01,05-11,18,0,1257526,0
2022-05-01,12-19,18,73,3861837,2060409
2022-05-01,20-29,13,69,5513392,3968986
2022-05-01,30-39,12,96,5933927,4290604
2022-05-01,40-49,19,84,7545016,5919742
2022-05-01,50-59,20,106,8692760,7483049
2022-05-01,60-69,6,58,7000237,6340350
2022-05-01,70-79,4,18,5677371,5257449
2022-05-01,80-89,2,23,3573939,3310392
2022-05-01,90+,1,3,820487,691046
2022-05-02,05-11,333,0,1257859,0
2022-05-02,12-19,198,938,3862035,2061347
2022-05-02,20-29,169,1343,5513561,3970329
2022-05-02,30-39,178,1655,5934105,4292259
2022-05-02,40-49,129,1437,7545145,5921179
2022-05-02,50-59,193,1662,8692953,7484711
2022-05-02,60-69,111,1076,7000348,6341426
2022-05-02,70-79,68,724,5677439,5258173
2022-05-02,80-89,46,428,3573985,3310820
2022-05-02,90+,15,117,820502,691163
2022-05-03,05-11,307,0,1258166,0
2022-05-03,12-19,230,928,3862265,2062275
2022-05-03,20-29,152,1391,5513713,3971720
2022-05-03,30-39,191,1689,5934296,4293948
2022-05-03,40-49,164,1474,7545309,5922653
2022-05-03,50-59,205,1786,8693158,7486497
2022-05-03,60-69,140,1328,7000488,6342754
2022-05-03,70-79,89,840,5677528,5259013
2022-05-03,80-89,64,669,3574049,3311489
2022-05-03,90+,26,200,820528,691363
2022-05-04,05-11,441,0,1258607,0
2022-05-04,12-19,262,901,3862527,2063176
2022-05-04,20-29,164,1296,5513877,3973016
2022-05-04,30-39,201,1605,5934497,4295553
2022-05-04,40-49,159,1410,7545468,5924063
2022-05-04,50-59,197,1712,8693355,7488209
2022-05-04,60-69,126,1388,7000614,6344142
2022-05-04,70-79,97,930,5677625,5259943
2022-05-04,80-89,71,744,3574120,3312233
2022-05-04,90+,27,268,820555,691631
2022-05-05,05-11,392,0,1258999,0
2022-05-05,12-19,203,900,3862730,2064076
2022-05-05,20-29,170,1343,5514047,3974359
2022-05-05,30-39,200,1556,5934697,4297109
2022-05-05,40-49,141,1418,7545609,5925481
2022-05-05,50-59,226,1737,8693581,7489946
2022-05-05,60-69,122,1321,7000736,6345463
2022-05-05,70-79,103,914,5677728,5260857
2022-05-05,80-89,50,786,3574170,3313019
2022-05-05,90+,38,286,820593,691917
2022-05-06,05-11,398,0,1259397,0
2022-05-06,12-19,259,1037,3862989,2065113
2022-05-06,20-29,128,1458,5514175,3975817
2022-05-06,30-39,189,1771,5934886,4298880
2022-05-06,40-49,141,1513,7545750,5926994
2022-05-06,50-59,257,1891,8693838,7491837
2022-05-06,60-69,125,1359,7000861,6346822
2022-05-06,70-79,89,899,5677817,5261756
2022-05-06,80-89,81,757,3574251,3313776
2022-05-06,90+,25,257,820618,692174
2022-05-07,05-11,542,0,1259939,0
2022-05-07,12-19,209,1076,3863198,2066189
2022-05-07,20-29,102,1223,5514277,3977040
2022-05-07,30-39,126,1409,5935012,4300289
2022-05-07,40-49,94,1317,7545844,5928311
2022-05-07,50-59,165,1496,8694003,7493333
2022-05-07,60-69,83,983,7000944,6347805
2022-05-07,70-79,50,586,5677867,5262342
2022-05-07,80-89,39,369,3574290,3314145
2022-05-07,90+,19,103,820637,692277
2022-05-08,05-11,186,0,1260125,0
2022-05-08,12-19,41,167,3863239,2066356
2022-05-08,20-29,35,247,5514312,3977287
2022-05-08,30-39,40,268,5935052,4300557
2022-05-08,40-49,32,223,7545876,5928534
2022-05-08,50-59,29,263,8694032,7493596
2022-05-08,60-69,14,165,7000958,6347970
2022-05-08,70-79,14,89,5677881,5262431
2022-05-08,80-89,10,74,3574300,3314219
2022-05-08,90+,3,18,820640,692295
2022-05-09,05-11,259,0,1260384,0
2022-05-09,12-19,127,906,3863366,2067262
2022-05-09,20-29,111,1340,5514423,3978627
2022-05-09,30-39,111,1456,5935163,4302013
2022-05-09,40-49,90,1271,7545966,5929805
2022-05-09,50-59,130,1400,8694162,7494996
2022-05-09,60-69,93,1151,7001051,6349121
2022-05-09,70-79,48,746,5677929,5263177
2022-05-09,80-89,40,472,3574340,3314691
2022-05-09,90+,14,172,820654,692467
2022-05-10,05-11,346,0,1260730,0
2022-05-10,12-19,180,904,3863546,2068166
2022-05-10,20-29,123,1338,5514546,3979965
2022-05-10,30-39,129,1488,5935292,4303501
2022-05-10,40-49,100,1309,7546066,5931114
2022-05-10,50-59,226,1509,8694388,7496505
2022-05-10,60-69,144,1236,7001195,6350357
2022-05-10,70-79,83,876,5678012,5264053
2022-05-10,80-89,57,619,3574397,3315310
2022-05-10,90+,30,257,820684,692724
2022-05-11,05-11,425,0,1261155,0
2022-05-11,12-19,169,817,3863715,2068983
2022-05-11,20-29,112,1372,5514658,3981337
2022-05-11,30-39,138,1469,5935430,4304970
2022-05-11,40-49,111,1365,7546177,5932479
2022-05-11,50-59,220,1561,8694608,7498066
2022-05-11,60-69,118,1365,7001313,6351722
2022-05-11,70-79,82,1043,5678094,5265096
2022-05-11,80-89,70,797,3574467,3316107
2022-05-11,90+,31,296,820715,693020
2022-05-12,05-11,261,0,1261416,0
2022-05-12,12-19,173,877,3863888,2069860
2022-05-12,20-29,116,1270,5514774,3982607
2022-05-12,30-39,173,1496,5935603,4306466
2022-05-12,40-49,109,1423,7546286,5933902
2022-05-12,50-59,211,1570,8694819,7499636
2022-05-12,60-69,138,1327,7001451,6353049
2022-05-12,70-79,76,971,5678170,5266067
2022-05-12,80-89,75,820,3574542,3316927
2022-05-12,90+,29,362,820744,693382
2022-05-13,05-11,416,0,1261832,0
2022-05-13,12-19,201,1029,3864089,2070889
2022-05-13,20-29,152,1391,5514926,3983998
2022-05-13,30-39,152,1640,5935755,4308106
2022-05-13,40-49,146,1555,7546432,5935457
2022-05-13,50-59,209,1715,8695028,7501351
2022-05-13,60-69,141,1332,7001592,6354381
2022-05-13,70-79,69,950,5678239,5267017
2022-05-13,80-89,72,669,3574614,3317596
2022-05-13,90+,28,224,820772,693606
2022-05-14,05-11,568,0,1262400,0
2022-05-14,12-19,177,1047,3864266,2071936
2022-05-14,20-29,77,1159,5515003,3985157
2022-05-14,30-39,111,1333,5935866,4309439
2022-05-14,40-49,86,1248,7546518,5936705
2022-05-14,50-59,148,1434,8695176,7502785
2022-05-14,60-69,86,911,7001678,6355292
2022-05-14,70-79,57,626,5678296,5267643
2022-05-14,80-89,33,370,3574647,3317966
2022-05-14,90+,13,98,820785,693704
